set,family,cell,protein_id,L,co_before,co_after_driver,co_after_randctrl,charge_before,charge_after,charge_retained,n_drivers,n_buried_reverted,recovered_driver,recovered_randctrl,stayed_designable
net_charge_max,charge+,net_charge_max_w128,s51_n300,300,2.3663,2.4091,nan,82,61,0.744,83,21,0,0,0
net_charge_max,charge+,net_charge_max_w128,s51_n400,400,24.2250,18.9999,nan,171,123,0.719,173,48,0,0,0
net_charge_max,charge+,net_charge_max_w128,s51_n500,500,12.6708,13.8381,nan,102,59,0.578,103,43,0,0,0
net_charge_max,charge+,net_charge_max_w128,s52_n300,300,7.1535,6.0882,nan,76,51,0.671,78,25,0,0,0
net_charge_max,charge+,net_charge_max_w128,s52_n400,400,7.5492,15.1913,nan,105,57,0.543,112,48,0,0,0
net_charge_max,charge+,net_charge_max_w128,s52_n500,500,18.0925,19.1463,nan,109,51,0.468,119,58,0,0,0
net_charge_max,charge+,net_charge_max_w128,s53_n300,300,4.1569,2.3652,nan,82,53,0.646,84,29,0,0,0
net_charge_max,charge+,net_charge_max_w128,s53_n400,400,29.5096,21.6260,nan,188,128,0.681,189,60,0,0,0
net_charge_max,charge+,net_charge_max_w128,s53_n500,500,8.3775,8.3650,nan,70,41,0.586,73,29,0,0,0
net_charge_max,charge+,net_charge_max_w128,s54_n300,300,2.4135,3.8563,nan,98,69,0.704,101,29,0,0,0
net_charge_max,charge+,net_charge_max_w128,s54_n400,400,23.8897,9.4433,nan,117,86,0.735,125,31,0,0,0
net_charge_max,charge+,net_charge_max_w128,s54_n500,500,19.6471,20.9840,nan,29,7,0.241,33,22,0,0,0
net_charge_max,charge+,net_charge_max_w128,s55_n300,300,1.4814,2.9822,nan,64,40,0.625,66,24,0,0,0
net_charge_max,charge+,net_charge_max_w128,s55_n400,400,3.7034,3.6984,nan,97,60,0.619,110,37,0,0,0
net_charge_max,charge+,net_charge_max_w128,s55_n500,500,26.5206,25.8434,nan,117,75,0.641,122,42,0,0,0
net_charge_max,charge+,net_charge_max_w128,s56_n300,300,24.5868,23.6935,nan,135,93,0.689,138,42,0,0,0
net_charge_max,charge+,net_charge_max_w128,s56_n400,400,15.1800,17.7938,nan,144,67,0.465,151,77,0,0,0
net_charge_max,charge+,net_charge_max_w128,s56_n500,500,17.7649,21.4903,nan,105,54,0.514,127,51,0,0,0
net_charge_max,charge+,net_charge_max_w128,s57_n300,300,5.2977,6.2285,nan,147,101,0.687,149,46,0,0,0
net_charge_max,charge+,net_charge_max_w128,s57_n400,400,13.7929,13.7163,nan,90,68,0.756,95,22,0,0,0
net_charge_max,charge+,net_charge_max_w128,s57_n500,500,30.8229,23.4725,nan,202,144,0.713,203,58,0,0,0
net_charge_min,charge-,net_charge_min_w128,s42_n300,300,21.1000,9.1907,nan,-123,-83,0.675,123,40,0,0,0
net_charge_min,charge-,net_charge_min_w128,s42_n400,400,39.9490,26.3905,nan,-265,-164,0.619,266,101,0,0,0
net_charge_min,charge-,net_charge_min_w128,s42_n500,500,18.6480,18.5217,nan,-235,-165,0.702,235,70,0,0,0
net_charge_min,charge-,net_charge_min_w128,s43_n300,300,30.1941,7.1212,nan,-132,-86,0.652,132,46,0,0,0
net_charge_min,charge-,net_charge_min_w128,s43_n400,400,29.0138,14.5191,nan,-205,-138,0.673,208,67,0,0,0
net_charge_min,charge-,net_charge_min_w128,s43_n500,500,20.0759,14.0288,nan,-240,-148,0.617,240,92,0,0,0
net_charge_min,charge-,net_charge_min_w128,s44_n300,300,31.9948,20.9815,nan,-173,-113,0.653,174,60,0,0,0
net_charge_min,charge-,net_charge_min_w128,s44_n400,400,3.9161,4.3352,nan,-91,-36,0.396,91,55,0,0,0
net_charge_min,charge-,net_charge_min_w128,s44_n500,500,3.3610,4.1161,nan,-183,-116,0.634,185,67,0,0,0
net_charge_min,charge-,net_charge_min_w128,s45_n300,300,17.2110,6.8279,nan,-148,-112,0.757,149,36,0,0,0
net_charge_min,charge-,net_charge_min_w128,s45_n400,400,14.4841,11.0202,nan,-185,-108,0.584,186,77,0,0,0
net_charge_min,charge-,net_charge_min_w128,s45_n500,500,19.1850,17.7314,nan,-175,-108,0.617,175,67,0,0,0
net_charge_min,charge-,net_charge_min_w128,s46_n300,300,31.2156,3.1105,nan,-131,-90,0.687,131,41,0,0,0
net_charge_min,charge-,net_charge_min_w128,s46_n400,400,6.9671,4.1226,nan,-144,-70,0.486,144,74,0,0,0
net_charge_min,charge-,net_charge_min_w128,s46_n500,500,26.5471,19.4496,nan,-154,-97,0.630,155,57,0,0,0
net_charge_min,charge-,net_charge_min_w128,s47_n300,300,28.1451,2.5056,nan,-125,-82,0.656,125,43,0,0,0
net_charge_min,charge-,net_charge_min_w128,s47_n400,400,18.9183,13.8827,nan,-177,-106,0.599,177,71,0,0,0
net_charge_min,charge-,net_charge_min_w128,s47_n500,500,29.6491,19.8302,nan,-224,-129,0.576,230,95,0,0,0
net_charge_min,charge-,net_charge_min_w128,s48_n300,300,31.4118,19.5996,nan,-158,-104,0.658,158,54,0,0,0
net_charge_min,charge-,net_charge_min_w128,s48_n400,400,32.9832,28.2115,nan,-223,-140,0.628,224,83,0,0,0
net_charge_min,charge-,net_charge_min_w128,s48_n500,500,17.1110,19.0214,nan,-219,-145,0.662,224,74,0,0,0
net_charge_min,charge-,net_charge_min_w128,s49_n300,300,26.8194,6.1277,nan,-107,-35,0.327,107,72,0,0,0
net_charge_min,charge-,net_charge_min_w128,s49_n400,400,29.0102,22.6966,nan,-138,-80,0.580,139,58,0,0,0
net_charge_min,charge-,net_charge_min_w128,s49_n500,500,37.6327,25.6270,nan,-328,-195,0.595,330,133,0,0,0
net_charge_min,charge-,net_charge_min_w128,s50_n300,300,28.4141,4.2735,nan,-124,-76,0.613,124,48,0,0,0
net_charge_min,charge-,net_charge_min_w128,s50_n400,400,16.6530,13.7864,nan,-176,-123,0.699,176,53,0,0,0
net_charge_min,charge-,net_charge_min_w128,s50_n500,500,28.2026,22.5505,nan,-148,-88,0.595,148,60,0,0,0
net_charge_min,charge-,net_charge_min_w128,s51_n300,300,32.1171,3.0109,nan,-139,-87,0.626,140,52,0,0,0
net_charge_min,charge-,net_charge_min_w128,s51_n400,400,29.8445,21.5546,nan,-219,-144,0.658,222,75,0,0,0
net_charge_min,charge-,net_charge_min_w128,s51_n500,500,22.1644,20.0948,nan,-174,-116,0.667,175,58,0,0,0
net_charge_min,charge-,net_charge_min_w128,s52_n300,300,3.3267,6.6462,nan,-120,-76,0.633,120,44,0,0,0
net_charge_min,charge-,net_charge_min_w128,s52_n400,400,32.4561,26.0837,nan,-192,-118,0.615,193,74,0,0,0
net_charge_min,charge-,net_charge_min_w128,s52_n500,500,30.2256,27.9233,nan,-217,-125,0.576,219,92,0,0,0
net_charge_min,charge-,net_charge_min_w128,s53_n300,300,34.9767,4.1042,nan,-133,-98,0.737,134,35,0,0,0
net_charge_min,charge-,net_charge_min_w128,s53_n400,400,29.8215,14.3247,nan,-242,-146,0.603,244,96,0,0,0
net_charge_min,charge-,net_charge_min_w128,s53_n500,500,15.9377,15.9683,nan,-206,-136,0.660,206,70,0,0,0
net_charge_min,charge-,net_charge_min_w128,s54_n300,300,25.9828,18.2194,nan,-160,-98,0.613,161,62,0,0,0
net_charge_min,charge-,net_charge_min_w128,s54_n400,400,26.5874,5.4580,nan,-152,-106,0.697,152,46,0,0,0
net_charge_min,charge-,net_charge_min_w128,s54_n500,500,24.0458,24.6119,nan,-188,-132,0.702,190,56,0,0,0
net_charge_min,charge-,net_charge_min_w128,s55_n300,300,33.9028,6.3477,nan,-128,-92,0.719,128,36,0,0,0
net_charge_min,charge-,net_charge_min_w128,s55_n400,400,27.9204,7.1917,nan,-169,-119,0.704,169,50,0,0,0
net_charge_min,charge-,net_charge_min_w128,s55_n500,500,33.2252,29.6683,nan,-245,-154,0.629,246,91,0,0,0
net_charge_min,charge-,net_charge_min_w128,s56_n300,300,37.0968,20.1033,nan,-197,-112,0.569,198,85,0,0,0
net_charge_min,charge-,net_charge_min_w128,s56_n400,400,25.5577,20.2100,nan,-172,-79,0.459,172,93,0,0,0
net_charge_min,charge-,net_charge_min_w128,s56_n500,500,29.3711,22.7684,nan,-271,-156,0.576,275,115,0,0,0
net_charge_min,charge-,net_charge_min_w128,s57_n300,300,35.7916,18.8636,nan,-171,-104,0.608,173,67,0,0,0
net_charge_min,charge-,net_charge_min_w128,s57_n400,400,22.7812,21.9314,nan,-158,-98,0.620,158,60,0,0,0
net_charge_min,charge-,net_charge_min_w128,s57_n500,500,30.9159,26.7072,nan,-253,-164,0.648,258,89,0,0,0
tango_min,aggregation,tango_min_w128,s42_n300,300,23.5971,21.8347,nan,10,10,1.000,80,44,0,0,0
tango_min,aggregation,tango_min_w128,s42_n400,400,6.3356,19.6765,nan,-3,-3,1.000,115,80,0,0,0
tango_min,aggregation,tango_min_w128,s42_n500,500,10.7493,11.2934,nan,16,16,1.000,146,76,0,0,0
tango_min,aggregation,tango_min_w128,s43_n300,300,6.3734,5.3942,nan,-3,-3,1.000,72,38,0,0,0
tango_min,aggregation,tango_min_w128,s43_n400,400,9.7625,9.6253,nan,7,7,1.000,125,87,0,0,0
tango_min,aggregation,tango_min_w128,s43_n500,500,4.2917,4.1943,nan,-12,-12,1.000,106,82,0,0,0
tango_min,aggregation,tango_min_w128,s44_n300,300,22.3724,21.9566,nan,13,13,1.000,103,80,0,0,0
tango_min,aggregation,tango_min_w128,s44_n400,400,4.2684,8.9782,nan,-2,-2,1.000,94,33,0,0,0
tango_min,aggregation,tango_min_w128,s44_n500,500,2.6728,3.2533,nan,25,25,1.000,146,98,0,0,0
tango_min,aggregation,tango_min_w128,s45_n300,300,3.1984,2.8723,nan,-34,-34,1.000,81,66,0,0,0
tango_min,aggregation,tango_min_w128,s45_n400,400,1.3285,3.2803,nan,-26,-26,1.000,81,64,0,0,0
tango_min,aggregation,tango_min_w128,s45_n500,500,18.3617,17.2912,nan,10,10,1.000,109,72,0,0,0
tango_min,aggregation,tango_min_w128,s46_n300,300,1.2857,1.3812,nan,-20,-20,1.000,53,32,0,0,1
tango_min,aggregation,tango_min_w128,s46_n400,400,6.9325,7.9755,nan,2,2,1.000,95,43,0,0,0
tango_min,aggregation,tango_min_w128,s46_n500,500,6.7521,6.8272,nan,9,9,1.000,110,81,0,0,0
tango_min,aggregation,tango_min_w128,s47_n300,300,1.5551,1.5551,nan,7,7,1.000,59,35,0,0,1
tango_min,aggregation,tango_min_w128,s47_n400,400,4.3403,3.8795,nan,11,11,1.000,67,36,0,0,0
tango_min,aggregation,tango_min_w128,s47_n500,500,6.8176,6.8176,nan,6,6,1.000,162,136,0,0,0
tango_min,aggregation,tango_min_w128,s48_n300,300,16.9813,16.8944,nan,-18,-18,1.000,72,58,0,0,0
tango_min,aggregation,tango_min_w128,s48_n400,400,12.2798,13.7855,nan,-56,-56,1.000,98,57,0,0,0
tango_min,aggregation,tango_min_w128,s48_n500,500,12.3216,15.9448,nan,25,25,1.000,146,96,0,0,0
tango_min,aggregation,tango_min_w128,s49_n300,300,5.2132,13.0421,nan,7,7,1.000,61,35,0,0,0
tango_min,aggregation,tango_min_w128,s49_n400,400,4.0430,4.0746,nan,1,1,1.000,96,53,0,0,0
tango_min,aggregation,tango_min_w128,s49_n500,500,10.3713,11.1604,nan,15,15,1.000,183,151,0,0,0
tango_min,aggregation,tango_min_w128,s50_n300,300,2.8798,3.1132,nan,-5,-5,1.000,72,39,0,0,0
tango_min,aggregation,tango_min_w128,s50_n400,400,11.6579,9.7355,nan,-24,-24,1.000,89,61,0,0,0
tango_min,aggregation,tango_min_w128,s50_n500,500,38.7120,51.3633,nan,18,18,1.000,93,18,0,0,0
tango_min,aggregation,tango_min_w128,s51_n300,300,2.5464,2.6253,nan,5,5,1.000,61,42,0,0,0
tango_min,aggregation,tango_min_w128,s51_n400,400,20.3801,20.3180,nan,-1,-1,1.000,145,112,0,0,0
tango_min,aggregation,tango_min_w128,s51_n500,500,6.4911,6.8376,nan,19,19,1.000,143,68,0,0,0
tango_min,aggregation,tango_min_w128,s52_n300,300,4.5303,1.8690,nan,-9,-9,1.000,64,36,1,0,0
tango_min,aggregation,tango_min_w128,s52_n400,400,6.9957,7.4527,nan,-17,-17,1.000,111,66,0,0,0
tango_min,aggregation,tango_min_w128,s52_n500,500,16.3928,16.4774,nan,16,16,1.000,141,116,0,0,0
tango_min,aggregation,tango_min_w128,s53_n300,300,7.0469,5.6911,nan,-6,-6,1.000,58,27,0,0,0
tango_min,aggregation,tango_min_w128,s53_n400,400,11.7249,15.6783,nan,21,21,1.000,140,107,0,0,0
tango_min,aggregation,tango_min_w128,s53_n500,500,13.4723,14.4794,nan,12,12,1.000,143,94,0,0,0
tango_min,aggregation,tango_min_w128,s54_n300,300,2.4383,2.3494,nan,15,15,1.000,101,82,0,0,0
tango_min,aggregation,tango_min_w128,s54_n400,400,3.5838,4.0617,nan,-17,-17,1.000,104,76,0,0,0
tango_min,aggregation,tango_min_w128,s54_n500,500,24.3886,23.5270,nan,2,2,1.000,135,92,0,0,0
tango_min,aggregation,tango_min_w128,s55_n300,300,2.1110,2.1177,nan,3,3,1.000,60,37,0,0,0
tango_min,aggregation,tango_min_w128,s55_n400,400,2.7723,3.1397,nan,-9,-9,1.000,119,78,0,0,0
tango_min,aggregation,tango_min_w128,s55_n500,500,15.8795,22.1557,nan,12,12,1.000,152,97,0,0,0
tango_min,aggregation,tango_min_w128,s56_n300,300,20.9113,21.7383,nan,-15,-15,1.000,105,79,0,0,0
tango_min,aggregation,tango_min_w128,s56_n400,400,12.8688,13.3366,nan,12,12,1.000,132,96,0,0,0
tango_min,aggregation,tango_min_w128,s56_n500,500,20.3202,18.3057,nan,7,7,1.000,160,121,0,0,0
tango_min,aggregation,tango_min_w128,s57_n300,300,7.7210,7.6097,nan,10,10,1.000,103,77,0,0,0
tango_min,aggregation,tango_min_w128,s57_n400,400,19.7986,20.1254,nan,-7,-7,1.000,91,60,0,0,0
tango_min,aggregation,tango_min_w128,s57_n500,500,19.8772,19.9759,nan,32,32,1.000,163,105,0,0,0
iupred_max,polarize,iupred_max_w32,s42_n300,300,5.4533,25.6601,2.3719,-15,-13,0.867,171,69,0,0,0
iupred_max,polarize,iupred_max_w32,s42_n400,400,2.1001,31.7528,23.3530,-41,-40,0.976,257,106,0,0,0
iupred_max,polarize,iupred_max_w32,s42_n500,500,2.7212,25.8222,26.6703,-11,-14,1.273,342,164,0,0,0
iupred_max,polarize,iupred_max_w32,s43_n300,300,1.1115,18.5585,2.7202,-15,-11,0.733,177,73,0,0,0
iupred_max,polarize,iupred_max_w32,s43_n400,400,2.6866,22.8536,4.0896,-22,-26,1.182,248,83,0,0,0
iupred_max,polarize,iupred_max_w32,s43_n500,500,2.2600,17.3620,15.3794,-20,-19,0.950,320,140,0,0,0
iupred_max,polarize,iupred_max_w32,s44_n300,300,0.8690,22.5484,24.2865,-22,-30,1.364,189,73,0,0,0
iupred_max,polarize,iupred_max_w32,s44_n400,400,2.8317,23.9814,5.1317,-12,4,-0.333,276,113,0,0,0
iupred_max,polarize,iupred_max_w32,s44_n500,500,2.0440,24.5050,14.6451,8,4,0.500,350,162,0,0,0
iupred_max,polarize,iupred_max_w32,s45_n300,300,1.3047,20.0259,3.5170,-46,-42,0.913,182,66,0,0,0
iupred_max,polarize,iupred_max_w32,s45_n400,400,0.8648,24.3500,4.2645,-33,-32,0.970,294,128,0,0,0
iupred_max,polarize,iupred_max_w32,s45_n500,500,20.5924,33.2958,32.0518,-26,-32,1.231,313,144,0,0,0
iupred_max,polarize,iupred_max_w32,s46_n300,300,1.1164,14.2046,2.9122,-42,-43,1.024,175,65,0,0,0
iupred_max,polarize,iupred_max_w32,s46_n400,400,3.7807,20.3888,4.2624,-10,-3,0.300,232,83,0,0,0
iupred_max,polarize,iupred_max_w32,s46_n500,500,15.1705,25.0560,14.6859,-3,-18,6.000,354,162,0,0,0
iupred_max,polarize,iupred_max_w32,s47_n300,300,1.6601,17.8752,3.3030,-19,-19,1.000,186,60,0,0,0
iupred_max,polarize,iupred_max_w32,s47_n400,400,1.2973,22.8714,19.1276,11,24,2.182,278,128,0,0,0
iupred_max,polarize,iupred_max_w32,s47_n500,500,5.2834,26.6201,25.5566,3,3,1.000,335,147,0,0,0
iupred_max,polarize,iupred_max_w32,s48_n300,300,7.3971,22.0564,20.0773,-27,-28,1.037,200,86,0,0,0
iupred_max,polarize,iupred_max_w32,s48_n400,400,3.3107,26.3996,21.7999,-78,-59,0.756,256,120,0,0,0
iupred_max,polarize,iupred_max_w32,s48_n500,500,9.0405,27.4652,21.6795,83,74,0.892,324,141,0,0,0
iupred_max,polarize,iupred_max_w32,s49_n300,300,1.5385,18.8985,2.3563,3,4,1.333,194,78,0,0,0
iupred_max,polarize,iupred_max_w32,s49_n400,400,2.9053,25.2464,23.4461,-6,-1,0.167,224,107,0,0,0
iupred_max,polarize,iupred_max_w32,s49_n500,500,1.1315,22.4434,24.9702,120,100,0.833,295,105,0,0,0
iupred_max,polarize,iupred_max_w32,s50_n300,300,2.1579,21.1444,3.4540,-8,-8,1.000,164,62,0,0,0
iupred_max,polarize,iupred_max_w32,s50_n400,400,6.5604,21.1903,20.8977,-44,-41,0.932,290,128,0,0,0
iupred_max,polarize,iupred_max_w32,s50_n500,500,25.6594,21.6823,22.8756,0,0,nan,306,195,0,0,0
iupred_max,polarize,iupred_max_w32,s51_n300,300,0.6567,16.3130,3.9812,-9,-3,0.333,178,73,0,0,0
iupred_max,polarize,iupred_max_w32,s51_n400,400,18.7375,20.3252,22.3396,75,61,0.813,231,79,0,0,0
iupred_max,polarize,iupred_max_w32,s51_n500,500,7.6528,25.2154,17.1939,-14,-25,1.786,342,159,0,0,0
iupred_max,polarize,iupred_max_w32,s52_n300,300,0.7392,19.5712,2.7077,-30,-25,0.833,175,73,0,0,0
iupred_max,polarize,iupred_max_w32,s52_n400,400,1.1867,48.4328,19.2446,-50,-48,0.960,256,123,0,0,0
iupred_max,polarize,iupred_max_w32,s52_n500,500,12.5270,22.2842,8.0482,2,-13,-6.500,332,174,0,0,0
iupred_max,polarize,iupred_max_w32,s53_n300,300,1.4687,19.5595,4.1831,-44,-40,0.909,199,74,0,0,0
iupred_max,polarize,iupred_max_w32,s53_n400,400,2.0070,23.9366,20.1862,148,110,0.743,242,90,0,0,0
iupred_max,polarize,iupred_max_w32,s53_n500,500,7.0235,16.7377,10.4019,-7,-7,1.000,361,169,0,0,0
iupred_max,polarize,iupred_max_w32,s54_n300,300,0.5114,18.5824,2.1005,-23,-22,0.957,178,65,0,0,0
iupred_max,polarize,iupred_max_w32,s54_n400,400,1.2856,19.2634,3.5538,-47,-47,1.000,251,95,0,0,0
iupred_max,polarize,iupred_max_w32,s54_n500,500,24.9968,24.4911,22.0273,-2,-3,1.500,375,165,0,0,0
iupred_max,polarize,iupred_max_w32,s55_n300,300,1.0671,22.6469,4.0574,-20,-19,0.950,170,62,0,0,0
iupred_max,polarize,iupred_max_w32,s55_n400,400,1.1497,29.5580,3.2779,-21,-18,0.857,245,98,0,0,0
iupred_max,polarize,iupred_max_w32,s55_n500,500,7.1739,27.9354,27.0468,-46,-45,0.978,331,148,0,0,0
iupred_max,polarize,iupred_max_w32,s56_n300,300,1.0735,21.1899,12.8747,-68,-64,0.941,189,71,0,0,0
iupred_max,polarize,iupred_max_w32,s56_n400,400,7.5738,20.9301,10.3067,-21,-7,0.333,249,113,0,0,0
iupred_max,polarize,iupred_max_w32,s56_n500,500,15.0875,26.5031,20.0357,-65,-81,1.246,340,135,0,0,0
iupred_max,polarize,iupred_max_w32,s57_n300,300,2.0730,20.3220,7.7839,-21,-16,0.762,194,67,0,0,0
iupred_max,polarize,iupred_max_w32,s57_n400,400,3.0348,29.2856,5.3541,4,17,4.250,263,100,0,0,0
iupred_max,polarize,iupred_max_w32,s57_n500,500,15.7450,22.7281,24.8741,96,71,0.740,323,130,0,0,0
