id,length,aliphatic_index,ivywrel_fraction,gravy,charged_fraction,log_acidic_basic_ratio,aromatic_fraction,t40_binary,t40_raw,t45_binary,t45_raw,t50_binary,t50_raw,t55_binary,t55_raw,t60_binary,t60_raw,t65_binary,t65_raw,t70_binary,t70_raw,t75_binary,t75_raw,t80_binary,t80_raw
s1257_n671,671,89.10581222056632,0.35320417287630407,-0.43725782414306963,0.19970193740685543,0.0,0.0760059612518629,1,0.8594,1,0.8169,1,0.7454,1,0.8929,0,0.4924,1,0.9123,1,0.5395,0,0.3443,0,0.1371
s1258_n710,710,101.49295774647887,0.523943661971831,-0.48746478873239407,0.35352112676056335,0.17752221416213,0.10704225352112676,1,0.9999,1,0.9999,1,0.9997,1,0.9995,1,0.9993,1,0.9996,1,0.9985,1,0.9969,1,0.995
s1259_n758,758,131.20052770448547,0.5158311345646438,-0.34195250659630594,0.2704485488126649,0.046200422248128786,0.10817941952506596,1,0.9592,1,0.8491,1,0.7895,1,0.928,1,0.7719,1,0.9845,1,0.5773,1,0.5103,1,0.9591
s1260_n329,329,105.92705167173253,0.48328267477203646,-0.11215805471124607,0.21580547112462006,-0.011899223299707757,0.1398176291793313,1,0.9535,1,0.9321,1,0.9015,1,0.9318,1,0.9103,1,0.9841,1,0.9102,1,0.9814,1,0.7444
s1261_n368,368,115.48913043478262,0.4130434782608695,-0.5747282608695653,0.21739130434782608,-0.06366907986937732,0.0625,0,0.4415,0,0.3652,0,0.2575,1,0.5034,0,0.1094,1,0.7115,0,0.1326,1,0.5703,0,0.3268
s1262_n445,445,106.04494382022473,0.6539325842696629,-0.4494382022471906,0.42696629213483145,0.5528419686577808,0.024719101123595506,1,0.9997,1,0.9986,1,0.998,1,0.9985,1,0.9989,1,0.9992,1,0.995,1,0.9932,1,0.9545
s1263_n483,483,87.6190476190476,0.3643892339544514,-0.5293995859213249,0.2028985507246377,0.1401787031650368,0.07246376811594203,1,0.9753,1,0.9619,1,0.9122,1,0.9189,1,0.8688,1,0.9739,1,0.8879,1,0.8011,1,0.6661
s1264_n549,549,98.56102003642987,0.5683060109289617,-0.6746812386156648,0.4007285974499089,0.3458423400803434,0.06557377049180328,1,0.9999,1,0.9999,1,0.9991,1,0.9985,1,0.999,1,0.9991,1,0.9968,1,0.9971,1,0.9923
s1265_n584,584,72.75684931506848,0.3441780821917808,-1.01541095890411,0.15582191780821916,0.16057909287743372,0.059931506849315065,1,0.9543,1,0.8718,1,0.9006,1,0.749,1,0.5623,0,0.2595,0,0.121,0,1.037e-05,0,1.284e-07
s1266_n620,620,99.56451612903226,0.4854838709677419,-0.8846774193548386,0.34838709677419355,0.1040885976351798,0.09193548387096774,1,0.9908,1,0.9831,1,0.9343,1,0.94,1,0.9513,1,0.9924,1,0.982,1,0.9785,1,0.972
s1267_n653,653,56.937212863705966,0.1776416539050536,-0.8249617151607966,0.009188361408882083,0.0,0.03522205206738132,0,0.1358,0,0.06499,0,0.03686,0,0.04139,0,0.001971,0,0.001453,0,9.367e-05,0,0.0004463,0,2.642e-05
s1268_n743,743,64.69717362045762,0.39838492597577396,-0.9453566621803496,0.3593539703903096,0.20045060491512595,0.02557200538358008,1,0.8865,1,0.5646,1,0.5048,0,0.3739,0,0.4578,1,0.5264,1,0.5236,0,0.3641,0,0.06335
s1269_n754,754,80.13262599469495,0.21352785145888595,-0.25384615384615394,0.03183023872679045,1.3979400086720377,0.010610079575596816,0,0.07232,0,0.06352,0,0.01117,0,0.04216,0,0.01882,0,0.002791,0,0.0006615,0,4.382e-05,0,9.476e-06
s1270_n304,304,95.92105263157895,0.5493421052631579,-0.387828947368421,0.35855263157894735,-0.21559980033935483,0.02631578947368421,1,0.5762,0,0.1269,0,0.04868,0,0.1833,0,0.1441,0,0.2286,0,0.0003507,0,3.799e-07,0,3.525e-09
s1271_n378,378,85.23809523809523,0.6481481481481481,-0.9314814814814815,0.46825396825396826,0.5550634286517389,0.12169312169312169,1,0.9999,1,0.9993,1,0.999,1,0.9988,1,0.9989,1,0.9993,1,0.9971,1,0.9976,1,0.9964
s1272_n420,420,112.09523809523809,0.5261904761904762,-0.3928571428571428,0.38095238095238093,0.021451001085632585,0.13333333333333333,1,1.0,1,1.0,1,0.9999,1,0.9997,1,0.9996,1,0.9998,1,0.9971,1,0.9936,1,0.9922
s1273_n456,456,77.5,0.40131578947368424,-0.63859649122807,0.24342105263157893,0.6166187114988874,0.06140350877192982,1,0.6427,0,0.368,0,0.2393,0,0.1871,0,0.1018,1,0.6554,0,0.4321,0,0.3692,0,0.2783
s1274_n540,540,99.94444444444444,0.38888888888888884,-0.5972222222222222,0.20185185185185184,0.02348109584952281,0.005555555555555556,0,0.3451,0,0.3521,0,0.3798,0,0.2773,0,0.1179,0,0.01186,0,0.05925,0,0.005658,0,0.0003583
s1275_n588,588,100.51020408163265,0.5612244897959183,-0.4207482993197278,0.3843537414965986,0.4471580313422192,0.0510204081632653,1,0.9869,1,0.9763,1,0.9536,1,0.8937,1,0.9703,1,0.9663,1,0.966,1,0.9699,1,0.6824
s1276_n619,619,77.17285945072699,0.4539579967689823,-0.6297253634894989,0.2358642972536349,0.8868223742774902,0.0630048465266559,1,0.8818,1,0.7377,1,0.7245,1,0.5053,1,0.689,1,0.599,1,0.613,0,0.2811,0,0.00785
s1277_n675,675,69.33333333333334,0.27999999999999997,-0.09688888888888893,0.13037037037037036,0.019305155195386628,0.03407407407407407,1,0.5941,1,0.5874,0,0.2221,0,0.1577,0,0.2462,1,0.5172,0,0.2146,0,0.006554,0,9.517e-05
s1278_n715,715,91.31468531468532,0.2825174825174825,0.4862937062937064,0.1020979020979021,1.8692317197309762,0.03496503496503497,0,0.2727,0,0.3675,0,0.3332,0,0.2073,0,0.03554,0,0.006161,0,0.01758,0,0.00302,0,4.401e-05
s1279_n779,779,83.4403080872914,0.607188703465982,-0.7821566110397944,0.37612323491655975,0.6798196502407932,0.0949935815147625,1,0.9997,1,0.9984,1,0.998,1,0.996,1,0.9981,1,0.9978,1,0.9943,1,0.9915,1,0.9226
s1280_n334,334,90.53892215568862,0.5239520958083832,-0.3511976047904192,0.31736526946107785,0.08065593161363054,0.04191616766467066,1,0.9989,1,0.999,1,0.9993,1,0.9977,1,0.9979,1,0.9978,1,0.9938,1,0.9846,1,0.9919
s1281_n397,397,92.89672544080604,0.3702770780856423,-0.8390428211586903,0.21410579345088163,0.09017663034908796,0.08816120906801007,1,0.931,1,0.843,1,0.7306,1,0.7659,0,0.4528,1,0.9104,0,0.1117,0,0.1393,0,0.3666
s1282_n441,441,85.73696145124717,0.5056689342403627,-0.5079365079365079,0.31065759637188206,0.03125769373044202,0.061224489795918366,1,0.9985,1,0.998,1,0.9989,1,0.9872,1,0.9951,1,0.9964,1,0.9376,0,0.04855,0,0.02815
s1283_n486,486,72.07818930041151,0.434156378600823,-1.0174897119341566,0.23045267489711938,0.5295093241793507,0.10905349794238683,1,0.9982,1,0.9949,1,0.9869,1,0.9913,1,0.993,1,0.9904,1,0.9729,1,0.954,1,0.9417
s1284_n547,547,110.3656307129799,0.5374771480804388,-0.3691042047531994,0.3875685557586837,0.12257200332919292,0.09506398537477148,1,0.9999,1,0.9999,1,0.9999,1,0.9998,1,0.9996,1,0.9997,1,0.9984,1,0.9974,1,0.9957
s1285_n589,589,101.20543293718166,0.66383701188455,-0.5546689303904923,0.43803056027164683,1.0561786062142184,0.035653650254668934,1,0.9989,1,0.9407,1,0.9546,1,0.9004,1,0.9686,1,0.9972,1,0.9748,1,0.9604,1,0.7215
s1286_n633,633,63.83886255924169,0.2575039494470774,-0.5845181674565563,0.18799368088467613,1.3654879848908996,0.023696682464454975,1,0.7913,1,0.5285,0,0.2286,0,0.139,0,0.1887,0,0.109,0,0.04221,0,0.002032,0,4.781e-06
s1287_n682,682,96.42228739002934,0.560117302052786,-0.6070381231671556,0.407624633431085,0.3979400086720377,0.00879765395894428,1,0.9995,1,0.9984,1,0.9996,1,0.9972,1,0.9994,1,0.9995,1,0.9717,0,0.001883,0,0.0002224
s1288_n738,738,72.65582655826559,0.2181571815718157,-0.029674796747967358,0.14769647696476965,1.5563025007672873,0.03523035230352303,0,0.4598,0,0.2933,0,0.03104,0,0.09274,0,0.1398,1,0.6269,0,0.1075,0,0.02779,0,0.0002051
s1289_n765,765,110.62745098039215,0.46013071895424834,-0.7670588235294118,0.2222222222222222,-0.11171047087454479,0.0196078431372549,0,0.1502,0,0.1538,0,0.1172,0,0.08211,0,0.04274,0,0.0174,0,0.04651,0,0.01247,0,9.754e-05
s1290_n333,333,68.37837837837839,0.46846846846846846,-0.5432432432432429,0.28828828828828834,0.4653828514484183,0.057057057057057055,1,0.9569,1,0.7086,1,0.6591,1,0.5496,1,0.8331,1,0.7089,0,0.2896,0,0.004547,0,0.0008085
s1291_n391,391,126.7007672634271,0.5217391304347825,-0.45907928388746794,0.25831202046035806,0.008433167536862764,0.11764705882352941,1,0.9827,1,0.9301,1,0.9494,1,0.9719,1,0.8356,1,0.9838,0,0.3703,0,0.2693,1,0.8816
s1292_n401,401,107.20698254364089,0.45885286783042395,-0.63142144638404,0.3291770573566085,0.025935734094399743,0.059850374064837904,1,0.9754,1,0.9813,1,0.9633,1,0.9702,1,0.9379,1,0.9812,1,0.8028,1,0.8684,1,0.9243
s1293_n499,499,86.01202404809621,0.41683366733466937,-0.7230460921843687,0.2825651302605211,0.14092684199243025,0.09218436873747494,1,0.9993,1,0.9987,1,0.9967,1,0.9954,1,0.992,1,0.994,1,0.9775,1,0.9622,1,0.9712
s1294_n544,544,81.78308823529412,0.4632352941176471,-0.7952205882352943,0.3272058823529412,0.1660609175647537,0.0974264705882353,1,0.9987,1,0.9977,1,0.9946,1,0.9918,1,0.9915,1,0.9948,1,0.9896,1,0.9849,1,0.9842
s1295_n567,567,108.32451499118166,0.8042328042328042,-0.8888888888888885,0.5432098765432098,1.2364186989758355,0.024691358024691357,1,0.9997,1,0.9744,1,0.9705,1,0.9882,1,0.998,1,0.9997,1,0.9969,1,0.999,1,0.9968
s1296_n644,644,83.46273291925466,0.5108695652173914,-0.5343167701863355,0.32608695652173914,0.041001605004014806,0.055900621118012424,1,0.9992,1,0.9994,1,0.9994,1,0.9681,1,0.9911,1,0.9818,1,0.8282,0,0.0007286,0,8.195e-05
s1297_n694,694,103.70317002881843,0.3631123919308358,-0.7556195965417867,0.06628242074927954,0.26091277245599864,0.0792507204610951,1,0.6861,1,0.7323,1,0.8168,0,0.402,0,0.1476,0,0.05508,0,0.1219,0,0.003533,0,1.119e-05
s1298_n736,736,87.7717391304348,0.22146739130434784,0.5115489130434783,0.002717391304347826,0.0,0.05298913043478261,1,0.687,0,0.4234,0,0.1448,0,0.2242,0,0.2864,0,0.4181,0,0.1123,0,0.2058,0,0.00163
s1299_n776,776,96.25,0.42525773195876293,-0.7932989690721651,0.23969072164948454,-4.8216373327664354e-17,0.08634020618556701,1,0.9975,1,0.9912,1,0.9563,1,0.9847,1,0.964,1,0.9856,1,0.8753,1,0.7845,1,0.9106
s1300_n315,315,98.6984126984127,0.507936507936508,-0.24984126984126998,0.33650793650793653,0.2830566246520803,0.022222222222222223,1,0.9976,1,0.9967,1,0.9988,1,0.9895,1,0.9908,1,0.9872,1,0.9388,1,0.9914,1,0.9942
s1301_n399,399,87.09273182957394,0.39849624060150374,-0.04837092731829562,0.21804511278195488,0.10790539730951965,0.047619047619047616,1,0.8978,1,0.8967,1,0.8275,1,0.6656,0,0.1851,0,0.04721,0,0.01116,0,0.001349,0,0.001525
s1302_n422,422,84.17061611374407,0.552132701421801,-0.6727488151658767,0.3530805687203792,-0.07496476164646139,0.047393364928909956,1,0.9996,1,0.9972,1,0.9978,1,0.9866,1,0.9973,1,0.9989,1,0.9579,0,0.00223,0,9.263e-05
s1303_n480,480,93.3125,0.59375,-0.6158333333333332,0.40625000000000006,0.24911219639848764,0.08333333333333333,1,1.0,1,1.0,1,1.0,1,0.9999,1,0.9999,1,0.9998,1,0.9984,1,0.8537,0,0.3772
s1304_n505,505,80.53465346534654,0.5386138613861386,-0.787920792079208,0.3801980198019802,-0.05379583238407864,0.055445544554455446,1,0.9991,1,0.9988,1,0.9984,1,0.9848,1,0.9947,1,0.9941,1,0.9587,0,0.0587,0,0.003073
s1305_n594,594,84.37710437710437,0.2760942760942761,-0.9910774410774412,0.39898989898989895,-2.0737183503461227,0.07912457912457913,0,0.1136,0,0.08377,0,0.01733,0,0.0242,0,0.003411,0,0.01442,0,0.004405,0,0.004801,0,0.0004907
s1306_n635,635,69.33858267716535,0.2062992125984252,0.21165354330708658,0.05826771653543307,0.7403626894942439,0.07086614173228346,1,0.8392,1,0.8222,1,0.8128,1,0.8241,1,0.6952,1,0.787,0,0.4539,0,0.003512,0,8.76e-05
s1307_n669,669,113.06427503736923,0.4095665171898356,-0.7195814648729446,0.28550074738415543,-0.2742957424167365,0.08071748878923767,0,0.06458,0,0.0238,0,0.04895,0,0.1031,0,0.01418,0,0.2383,0,0.007446,0,0.05139,0,0.001631
s1308_n712,712,113.9887640449438,0.4845505617977528,-0.4627808988764044,0.25842696629213485,0.5762527277216768,0.03230337078651685,1,0.8619,1,0.7658,1,0.5028,0,0.4362,0,0.4185,1,0.5574,1,0.803,1,0.8086,0,0.03642
s1309_n755,755,82.9271523178808,0.32582781456953636,0.06821192052980139,0.1576158940397351,0.1971338617952586,0.03973509933774834,0,0.05762,0,0.0532,0,0.1317,0,0.08109,0,0.006702,0,0.005279,0,0.0101,0,0.01166,0,7.432e-05
s1310_n340,340,117.55882352941175,0.5764705882352941,-0.5247058823529412,0.3852941176470588,0.1924816752438506,0.08823529411764706,1,0.9998,1,0.9998,1,0.9998,1,0.9996,1,0.9996,1,0.9998,1,0.9988,1,0.9975,1,0.9957
s1311_n386,386,84.68911917098445,0.4533678756476684,-0.9893782383419686,0.16062176165803108,0.5528419686577808,0.15025906735751296,0,0.1096,0,0.02886,0,0.04787,0,0.08099,0,0.03373,0,0.09514,0,0.00569,0,0.1196,0,0.1507
s1312_n430,430,94.76744186046513,0.39534883720930236,0.27651162790697675,0.20465116279069767,0.4900862318840301,0.009302325581395349,0,0.0955,0,0.01908,0,0.005955,0,0.001045,0,0.0002874,0,0.06977,0,0.001374,0,1.805e-05,0,1.056e-06
s1313_n473,473,110.06342494714588,0.48202959830866815,-0.5976744186046514,0.2642706131078224,0.11696980693702454,0.012684989429175475,1,0.9999,1,0.9998,1,0.9997,1,0.9951,1,0.9979,1,0.999,1,0.9897,1,0.5474,0,0.1121
s1314_n510,510,104.07843137254899,0.5392156862745098,-0.6764705882352942,0.3294117647058823,0.4569178686313754,0.08039215686274509,1,0.998,1,0.9969,1,0.9913,1,0.985,1,0.9892,1,0.9911,1,0.9764,1,0.978,1,0.9606
s1315_n584,584,98.88698630136986,0.41267123287671237,-0.8054794520547945,0.2688356164383562,0.21748394421390632,0.039383561643835614,1,0.9895,1,0.9777,1,0.9112,1,0.7735,1,0.8281,1,0.8278,1,0.6402,1,0.7684,0,0.02693
s1316_n649,649,74.02157164869028,0.1987673343605547,-0.6411402157164869,0.02157164869029276,0.2218487496163563,0.020030816640986132,1,0.7669,1,0.5859,1,0.5263,1,0.6169,0,0.05789,0,0.1408,0,0.01017,0,0.02581,0,0.0003226
s1317_n688,688,73.32848837209302,0.28779069767441856,-1.1920058139534881,0.04215116279069768,0.45863784902564936,0.07122093023255814,1,0.74,0,0.4007,0,0.3167,0,0.254,0,0.03609,0,0.01603,0,0.03684,0,0.0001869,0,2.969e-07
s1318_n741,741,99.95951417004049,0.4129554655870446,-0.5269905533063426,0.2388663967611336,0.15195757933896192,0.05802968960863698,1,0.9919,1,0.9712,1,0.939,1,0.9637,1,0.8788,1,0.982,1,0.8996,1,0.8262,1,0.9114
s1319_n780,780,75.62820512820512,0.23333333333333334,-0.9543589743589742,0.020512820512820513,-0.30102999566398125,0.05128205128205129,0,0.2478,0,0.04536,0,0.04702,0,0.1485,0,0.01093,0,0.2184,0,0.0002721,0,0.002871,0,0.0004226
s1320_n315,315,101.84126984126985,0.5079365079365079,-0.5244444444444447,0.3873015873015873,0.11270428019128832,0.08253968253968254,1,0.9988,1,0.9989,1,0.9989,1,0.9982,1,0.998,1,0.9989,1,0.9961,1,0.992,1,0.9863
s1321_n380,380,42.00000000000001,0.26052631578947366,-0.7586842105263156,0.16052631578947368,0.18184358794477257,0.12631578947368421,1,0.7191,1,0.7483,1,0.5778,1,0.5911,0,0.2945,0,0.2596,0,0.4046,0,0.4801,0,0.02136
s1322_n406,406,56.05911330049261,0.48768472906403937,-1.300985221674877,0.24876847290640394,2.0086001717619175,0.10591133004926108,1,0.7325,0,0.3962,0,0.4278,0,0.2403,1,0.5193,0,0.3742,0,0.3553,0,0.1167,0,0.01495
s1323_n450,450,106.0,0.3666666666666667,-0.4726666666666664,0.1577777777777778,0.05958568998424405,0.035555555555555556,1,0.9982,1,0.9945,1,0.9793,1,0.9861,1,0.9065,1,0.9814,1,0.7533,1,0.7249,1,0.7812
s1324_n519,519,78.6319845857418,0.2485549132947977,0.49556840077071307,0.038535645472061654,1.322219294733919,0.0905587668593449,0,0.329,0,0.464,1,0.5028,0,0.38,0,0.01512,0,0.007961,0,0.03307,0,0.00347,0,3.885e-05
s1325_n569,569,53.831282952548335,0.2601054481546573,-0.47627416520210897,0.2179261862917399,0.869231719730976,0.05799648506151142,1,0.9497,0,0.4638,0,0.03115,0,0.01821,0,0.08845,0,0.2424,0,0.175,0,0.005425,0,2.695e-05
s1326_n635,635,86.31496062992127,0.4267716535433071,-0.5886614173228345,0.184251968503937,0.4722687519252503,0.07874015748031496,0,0.4225,0,0.3169,0,0.2558,0,0.2558,0,0.103,0,0.3923,0,0.2347,0,0.1899,0,0.04039
s1327_n650,650,60.92307692307691,0.2923076923076923,-1.2309230769230768,0.13538461538461538,0.0,0.06461538461538462,1,0.6244,0,0.3628,0,0.3012,0,0.4209,0,0.2532,0,0.02047,0,0.01548,0,2.552e-05,0,7.289e-07
s1328_n722,722,77.65927977839334,0.29916897506925205,0.31371191135734067,0.12326869806094183,0.286789556549371,0.038781163434903045,0,0.2316,0,0.3102,0,0.1942,0,0.271,0,0.04865,0,0.01009,0,0.02708,0,0.0002388,0,3.582e-06
s1329_n766,766,99.88250652741513,0.5117493472584858,-0.5383812010443867,0.3681462140992167,0.12315518386788268,0.015665796344647518,1,0.9999,1,0.9999,1,0.9999,1,0.9973,1,0.9985,1,0.9983,1,0.927,0,0.004605,0,0.001598
s1330_n316,316,92.27848101265823,0.44303797468354433,-0.701582278481013,0.3322784810126582,0.10605339244792619,0.09177215189873418,1,0.8201,1,0.803,1,0.8892,1,0.932,1,0.8469,1,0.9465,1,0.71,0,0.3925,1,0.5639
s1331_n394,394,125.20304568527918,0.4746192893401015,-0.35812182741116755,0.3502538071065989,-0.15038585882077943,0.05583756345177665,1,0.9974,1,0.9942,1,0.9893,1,0.9939,1,0.9835,1,0.9949,1,0.9445,1,0.9242,1,0.9757
s1332_n403,403,95.01240694789081,0.4367245657568238,-0.3803970223325063,0.3250620347394541,0.1116332698287627,0.06451612903225806,1,0.9979,1,0.9961,1,0.9954,1,0.9903,1,0.9635,1,0.984,1,0.842,1,0.8578,1,0.8576
s1333_n470,470,112.59574468085106,0.4212765957446808,-0.700851063829787,0.16595744680851063,0.3941470196548985,0.036170212765957444,0,0.2323,0,0.1144,0,0.0702,0,0.2317,0,0.01812,0,0.1567,0,0.003505,0,0.03312,0,0.0007457
s1334_n526,526,103.1939163498099,0.726235741444867,-0.8577946768060833,0.4714828897338403,0.041724334263233534,0.04182509505703422,1,0.9999,1,0.9999,1,0.9998,1,0.9994,1,0.9996,1,0.9998,1,0.9987,1,0.9987,1,0.9952
s1335_n584,584,97.2431506849315,0.601027397260274,-0.64708904109589,0.3818493150684931,0.7804073306878678,0.06506849315068493,1,0.9981,1,0.9921,1,0.9756,1,0.9642,1,0.9924,1,0.9932,1,0.9733,1,0.9873,1,0.9433
s1336_n612,612,108.16993464052287,0.4264705882352941,-0.7133986928104572,0.1699346405228758,0.23501019567432718,0.05555555555555555,1,0.998,1,0.9937,1,0.9858,1,0.9315,1,0.9728,1,0.8804,1,0.8193,1,0.8305,0,0.1255
s1337_n650,650,51.69230769230769,0.2630769230769231,-0.5589230769230772,0.07384615384615385,0.2880650184996135,0.10307692307692308,0,0.05585,0,0.05985,0,0.009785,0,0.01181,0,0.009696,0,0.0003192,0,0.0004435,0,0.0001142,0,5.047e-06
s1338_n701,701,99.71469329529243,0.38944365192582026,-0.9436519258202569,0.34236804564907275,2.3820170425748683,0.009985734664764621,0,0.1369,0,0.04297,0,0.01324,0,0.01731,0,0.004094,0,0.008687,0,0.0002729,0,0.0003879,0,1.586e-05
s1339_n799,799,75.54443053817272,0.16020025031289112,0.4347934918648311,0.0050062578222778474,0.3010299956639812,0.0037546933667083854,1,0.7012,1,0.7619,1,0.7778,1,0.7887,1,0.5089,1,0.947,0,0.4453,0,0.01816,0,0.0001112
s1340_n311,311,72.34726688102893,0.3665594855305466,-0.7887459807073957,0.2958199356913183,0.1492980824677446,0.10610932475884245,1,0.9599,1,0.9629,1,0.9552,1,0.9285,1,0.9353,1,0.9102,1,0.8706,1,0.7363,0,0.4213
s1341_n380,380,105.86842105263159,0.5657894736842106,-0.6168421052631579,0.37105263157894736,0.3810720833847421,0.05263157894736842,1,0.9999,1,0.9997,1,0.9995,1,0.9995,1,0.9995,1,0.9997,1,0.9988,1,0.9987,1,0.9973
s1342_n401,401,89.9002493765586,0.35910224438902744,-0.05511221945137146,0.06982543640897755,0.43933269383026263,0.1172069825436409,1,0.9758,1,0.9465,1,0.9157,1,0.8757,1,0.5484,1,0.7214,1,0.5134,1,0.91,0,0.1427
s1343_n493,493,101.13590263691682,0.34685598377281945,-0.8689655172413793,0.014198782961460446,-0.09691001300805639,0.08924949290060852,0,0.3187,0,0.3652,1,0.6887,0,0.2164,0,0.005109,0,0.01972,0,0.2106,0,2.679e-05,0,6.659e-08
s1344_n518,518,92.8185328185328,0.5154440154440154,-0.4476833976833976,0.29922779922779924,0.049846372645097746,0.04054054054054054,1,0.9992,1,0.9994,1,0.9994,1,0.9857,1,0.9903,1,0.9917,1,0.9133,0,0.1162,0,0.0391
s1345_n555,555,115.20720720720723,0.5837837837837838,-0.637657657657658,0.36036036036036034,0.1299595379833508,0.04864864864864865,1,0.9035,0,0.4656,0,0.1919,0,0.2908,0,0.08064,1,0.518,1,0.5835,1,0.7376,0,0.3721
s1346_n623,623,97.57624398073837,0.39807383627608345,0.2418940609951845,0.06420545746388442,0.082974235064764,0.15409309791332262,0,0.3825,1,0.571,0,0.2473,0,0.3475,0,0.06025,0,0.02422,0,0.04694,0,0.02281,0,0.01586
s1347_n667,667,111.66416791604196,0.335832083958021,-0.12458770614692652,0.046476761619190406,0.5698753079565612,0.043478260869565216,1,0.8714,1,0.9361,1,0.8394,1,0.7157,0,0.1975,0,0.2097,0,0.2924,0,0.3085,0,0.003562
s1348_n727,727,68.85832187070152,0.20082530949105912,-0.9583218707015129,0.02200825309491059,0.9030899869919435,0.0343878954607978,0,0.4305,0,0.3664,0,0.1689,0,0.3944,0,0.04761,0,0.1097,0,0.001203,0,0.005748,0,0.000232
s1349_n782,782,108.35038363171354,0.41560102301790286,-0.7341432225063939,0.13938618925831203,-0.21559980033935483,0.0076726342710997444,1,0.5848,1,0.5911,0,0.254,0,0.1769,0,0.02021,0,0.001389,0,0.009724,0,0.0006314,0,4.64e-06
s1350_n340,340,94.17647058823529,0.3705882352941176,0.1035294117647057,0.20588235294117646,0.09691001300805649,0.03529411764705882,1,0.6993,1,0.7117,0,0.4999,0,0.4025,0,0.129,0,0.01729,0,0.00394,0,0.0001134,0,5.784e-05
s1351_n368,368,100.97826086956523,0.39673913043478265,-0.009782608695652117,0.23369565217391305,0.039508541283673655,0.05163043478260869,1,0.9995,1,0.9989,1,0.9975,1,0.9922,1,0.9885,1,0.9917,1,0.9652,1,0.9651,1,0.8564
s1352_n425,425,117.2235294117647,0.4823529411764706,-0.5962352941176473,0.291764705882353,0.15322837609617698,0.06588235294117646,1,0.5511,0,0.307,0,0.1724,0,0.3284,0,0.05555,1,0.6369,0,0.3132,1,0.515,0,0.3022
s1353_n454,454,84.31718061674009,0.5704845814977972,-0.8281938325991192,0.3832599118942731,0.2430380486862945,0.039647577092511016,1,0.9999,1,0.9998,1,0.9999,1,0.9968,1,0.9992,1,0.9987,1,0.9475,0,0.02874,0,0.006648
s1354_n512,512,98.28125,0.48046875,-0.7970703125000002,0.337890625,0.16577499057970507,0.099609375,1,0.9941,1,0.9918,1,0.9833,1,0.9871,1,0.9681,1,0.9827,1,0.8454,1,0.7751,1,0.8558
s1355_n590,590,123.61016949152541,0.49322033898305084,-0.4950847457627118,0.3135593220338983,-0.013935777943292493,0.07288135593220339,1,0.9987,1,0.9957,1,0.983,1,0.9916,1,0.971,1,0.9963,1,0.8581,1,0.7922,1,0.9798
s1356_n638,638,86.63009404388715,0.4984326018808778,-0.24043887147335402,0.31818181818181823,1.8282301147269615,0.007836990595611285,1,0.9534,1,0.7536,1,0.7359,1,0.6667,1,0.7237,1,0.5977,0,0.1982,0,0.2711,0,0.06564
s1357_n669,669,102.98953662182362,0.484304932735426,-0.5002989536621827,0.27354260089686094,0.2056465026173973,0.052316890881913304,1,0.9899,1,0.9891,1,0.9737,1,0.9779,1,0.9739,1,0.98,1,0.9741,1,0.9604,1,0.971
s1358_n706,706,108.96600566572236,0.669971671388102,-0.5243626062322946,0.4263456090651558,0.2256751574694093,0.0084985835694051,1,0.9998,1,0.9995,1,0.9998,1,0.9985,1,0.9995,1,0.9996,1,0.9849,0,0.188,0,0.1771
s1359_n796,796,87.87688442211056,0.16457286432160806,0.6807788944723617,0.007537688442211056,0.47712125471966244,0.0,1,0.5612,0,0.4455,0,0.3009,0,0.2914,0,0.3119,1,0.703,0,0.09419,0,0.003707,0,3.564e-05
s1360_n304,304,109.34210526315789,0.5394736842105262,-0.7078947368421052,0.40460526315789475,0.14731951648565664,0.09210526315789473,1,0.9995,1,0.9993,1,0.9977,1,0.9978,1,0.996,1,0.9983,1,0.9889,1,0.9693,1,0.9858
s1361_n385,385,82.1038961038961,0.225974025974026,-0.9958441558441562,0.05714285714285715,-0.38535088136401713,0.01818181818181818,1,0.5535,0,0.4189,0,0.1652,0,0.3447,0,0.1196,0,0.3455,0,0.02648,0,0.01294,0,2.934e-05
s1362_n446,446,107.17488789237667,0.5112107623318386,-0.5751121076233185,0.24663677130044845,0.289448123114166,0.09641255605381166,1,0.9991,1,0.9981,1,0.9963,1,0.9863,1,0.9783,1,0.9736,1,0.9191,1,0.9311,1,0.9173
s1363_n476,476,70.5672268907563,0.21218487394957986,-0.8575630252100841,0.04201680672268908,-1.3222192947339193,0.04201680672268908,0,0.07998,0,0.06267,0,0.05333,0,0.09699,0,0.0144,0,0.0001674,0,0.000221,0,0.0001519,0,4.694e-05
s1364_n548,548,86.11313868613138,0.2737226277372263,-0.14580291970802917,0.09306569343065693,1.2218487496163564,0.060218978102189784,1,0.9837,1,0.9821,1,0.973,1,0.9577,1,0.8178,1,0.8993,1,0.6971,1,0.925,0,0.4893
s1365_n574,574,78.31010452961672,0.5052264808362369,-0.7475609756097565,0.3153310104529617,1.2380461031287955,0.04878048780487805,1,0.8656,0,0.3145,0,0.4502,0,0.1806,0,0.2045,0,0.2665,0,0.09893,0,0.08479,0,0.03124
s1366_n618,618,94.20711974110033,0.5032362459546926,-0.5076051779935276,0.33495145631067963,0.1726307269461747,0.11650485436893203,1,0.9999,1,0.9999,1,0.9999,1,0.9997,1,0.9995,1,0.9996,1,0.9984,1,0.9983,1,0.9968
