protein_id,seed,length,pdb,pt
s1358_n736,1358,736,samples/s1358_n736.pdb,samples/s1358_n736.pt
s1359_n764,1359,764,samples/s1359_n764.pdb,samples/s1359_n764.pt
s1360_n317,1360,317,samples/s1360_n317.pdb,samples/s1360_n317.pt
s1361_n359,1361,359,samples/s1361_n359.pdb,samples/s1361_n359.pt
s1362_n425,1362,425,samples/s1362_n425.pdb,samples/s1362_n425.pt
s1363_n495,1363,495,samples/s1363_n495.pdb,samples/s1363_n495.pt
s1364_n539,1364,539,samples/s1364_n539.pdb,samples/s1364_n539.pt
s1365_n578,1365,578,samples/s1365_n578.pdb,samples/s1365_n578.pt
s1366_n645,1366,645,samples/s1366_n645.pdb,samples/s1366_n645.pt
s1367_n680,1367,680,samples/s1367_n680.pdb,samples/s1367_n680.pt
s1368_n736,1368,736,samples/s1368_n736.pdb,samples/s1368_n736.pt
s1369_n777,1369,777,samples/s1369_n777.pdb,samples/s1369_n777.pt
s1370_n315,1370,315,samples/s1370_n315.pdb,samples/s1370_n315.pt
s1371_n368,1371,368,samples/s1371_n368.pdb,samples/s1371_n368.pt
s1372_n425,1372,425,samples/s1372_n425.pdb,samples/s1372_n425.pt
s1373_n496,1373,496,samples/s1373_n496.pdb,samples/s1373_n496.pt
s1374_n538,1374,538,samples/s1374_n538.pdb,samples/s1374_n538.pt
s1375_n570,1375,570,samples/s1375_n570.pdb,samples/s1375_n570.pt
s1376_n641,1376,641,samples/s1376_n641.pdb,samples/s1376_n641.pt
s1377_n686,1377,686,samples/s1377_n686.pdb,samples/s1377_n686.pt
s1378_n727,1378,727,samples/s1378_n727.pdb,samples/s1378_n727.pt
s1379_n783,1379,783,samples/s1379_n783.pdb,samples/s1379_n783.pt
s1380_n307,1380,307,samples/s1380_n307.pdb,samples/s1380_n307.pt
s1381_n354,1381,354,samples/s1381_n354.pdb,samples/s1381_n354.pt
s1382_n404,1382,404,samples/s1382_n404.pdb,samples/s1382_n404.pt
s1383_n460,1383,460,samples/s1383_n460.pdb,samples/s1383_n460.pt
s1384_n548,1384,548,samples/s1384_n548.pdb,samples/s1384_n548.pt
s1385_n583,1385,583,samples/s1385_n583.pdb,samples/s1385_n583.pt
s1386_n619,1386,619,samples/s1386_n619.pdb,samples/s1386_n619.pt
s1387_n672,1387,672,samples/s1387_n672.pdb,samples/s1387_n672.pt
s1388_n736,1388,736,samples/s1388_n736.pdb,samples/s1388_n736.pt
s1389_n759,1389,759,samples/s1389_n759.pdb,samples/s1389_n759.pt
s1390_n339,1390,339,samples/s1390_n339.pdb,samples/s1390_n339.pt
s1391_n395,1391,395,samples/s1391_n395.pdb,samples/s1391_n395.pt
s1392_n426,1392,426,samples/s1392_n426.pdb,samples/s1392_n426.pt
s1393_n457,1393,457,samples/s1393_n457.pdb,samples/s1393_n457.pt
s1394_n526,1394,526,samples/s1394_n526.pdb,samples/s1394_n526.pt
s1395_n560,1395,560,samples/s1395_n560.pdb,samples/s1395_n560.pt
s1396_n645,1396,645,samples/s1396_n645.pdb,samples/s1396_n645.pt
s1397_n673,1397,673,samples/s1397_n673.pdb,samples/s1397_n673.pt
s1398_n716,1398,716,samples/s1398_n716.pdb,samples/s1398_n716.pt
s1399_n786,1399,786,samples/s1399_n786.pdb,samples/s1399_n786.pt
s1400_n315,1400,315,samples/s1400_n315.pdb,samples/s1400_n315.pt
s1401_n350,1401,350,samples/s1401_n350.pdb,samples/s1401_n350.pt
s1402_n428,1402,428,samples/s1402_n428.pdb,samples/s1402_n428.pt
s1403_n461,1403,461,samples/s1403_n461.pdb,samples/s1403_n461.pt
s1404_n522,1404,522,samples/s1404_n522.pdb,samples/s1404_n522.pt
s1405_n563,1405,563,samples/s1405_n563.pdb,samples/s1405_n563.pt
s1406_n605,1406,605,samples/s1406_n605.pdb,samples/s1406_n605.pt
s1407_n689,1407,689,samples/s1407_n689.pdb,samples/s1407_n689.pt
s1408_n745,1408,745,samples/s1408_n745.pdb,samples/s1408_n745.pt
s1409_n797,1409,797,samples/s1409_n797.pdb,samples/s1409_n797.pt
s1410_n323,1410,323,samples/s1410_n323.pdb,samples/s1410_n323.pt
s1411_n391,1411,391,samples/s1411_n391.pdb,samples/s1411_n391.pt
s1412_n404,1412,404,samples/s1412_n404.pdb,samples/s1412_n404.pt
s1413_n473,1413,473,samples/s1413_n473.pdb,samples/s1413_n473.pt
s1414_n517,1414,517,samples/s1414_n517.pdb,samples/s1414_n517.pt
s1415_n563,1415,563,samples/s1415_n563.pdb,samples/s1415_n563.pt
s1416_n631,1416,631,samples/s1416_n631.pdb,samples/s1416_n631.pt
s1417_n666,1417,666,samples/s1417_n666.pdb,samples/s1417_n666.pt
s1418_n710,1418,710,samples/s1418_n710.pdb,samples/s1418_n710.pt
s1419_n781,1419,781,samples/s1419_n781.pdb,samples/s1419_n781.pt
s1420_n305,1420,305,samples/s1420_n305.pdb,samples/s1420_n305.pt
s1421_n375,1421,375,samples/s1421_n375.pdb,samples/s1421_n375.pt
s1422_n448,1422,448,samples/s1422_n448.pdb,samples/s1422_n448.pt
s1423_n487,1423,487,samples/s1423_n487.pdb,samples/s1423_n487.pt
s1424_n520,1424,520,samples/s1424_n520.pdb,samples/s1424_n520.pt
s1425_n570,1425,570,samples/s1425_n570.pdb,samples/s1425_n570.pt
s1426_n612,1426,612,samples/s1426_n612.pdb,samples/s1426_n612.pt
s1427_n656,1427,656,samples/s1427_n656.pdb,samples/s1427_n656.pt
s1428_n727,1428,727,samples/s1428_n727.pdb,samples/s1428_n727.pt
s1429_n799,1429,799,samples/s1429_n799.pdb,samples/s1429_n799.pt
s1430_n302,1430,302,samples/s1430_n302.pdb,samples/s1430_n302.pt
s1431_n389,1431,389,samples/s1431_n389.pdb,samples/s1431_n389.pt
s1432_n429,1432,429,samples/s1432_n429.pdb,samples/s1432_n429.pt
s1433_n480,1433,480,samples/s1433_n480.pdb,samples/s1433_n480.pt
s1434_n525,1434,525,samples/s1434_n525.pdb,samples/s1434_n525.pt
s1435_n583,1435,583,samples/s1435_n583.pdb,samples/s1435_n583.pt
s1436_n640,1436,640,samples/s1436_n640.pdb,samples/s1436_n640.pt
s1437_n695,1437,695,samples/s1437_n695.pdb,samples/s1437_n695.pt
s1438_n747,1438,747,samples/s1438_n747.pdb,samples/s1438_n747.pt
s1439_n755,1439,755,samples/s1439_n755.pdb,samples/s1439_n755.pt
s1440_n325,1440,325,samples/s1440_n325.pdb,samples/s1440_n325.pt
s1441_n352,1441,352,samples/s1441_n352.pdb,samples/s1441_n352.pt
s1442_n445,1442,445,samples/s1442_n445.pdb,samples/s1442_n445.pt
s1443_n479,1443,479,samples/s1443_n479.pdb,samples/s1443_n479.pt
s1444_n520,1444,520,samples/s1444_n520.pdb,samples/s1444_n520.pt
s1445_n589,1445,589,samples/s1445_n589.pdb,samples/s1445_n589.pt
s1446_n633,1446,633,samples/s1446_n633.pdb,samples/s1446_n633.pt
s1447_n657,1447,657,samples/s1447_n657.pdb,samples/s1447_n657.pt
s1448_n738,1448,738,samples/s1448_n738.pdb,samples/s1448_n738.pt
s1449_n787,1449,787,samples/s1449_n787.pdb,samples/s1449_n787.pt
s1450_n348,1450,348,samples/s1450_n348.pdb,samples/s1450_n348.pt
s1451_n350,1451,350,samples/s1451_n350.pdb,samples/s1451_n350.pt
s1452_n436,1452,436,samples/s1452_n436.pdb,samples/s1452_n436.pt
s1453_n467,1453,467,samples/s1453_n467.pdb,samples/s1453_n467.pt
s1454_n545,1454,545,samples/s1454_n545.pdb,samples/s1454_n545.pt
s1455_n559,1455,559,samples/s1455_n559.pdb,samples/s1455_n559.pt
s1456_n648,1456,648,samples/s1456_n648.pdb,samples/s1456_n648.pt
s1457_n693,1457,693,samples/s1457_n693.pdb,samples/s1457_n693.pt
s1458_n712,1458,712,samples/s1458_n712.pdb,samples/s1458_n712.pt
s1459_n783,1459,783,samples/s1459_n783.pdb,samples/s1459_n783.pt
s1460_n306,1460,306,samples/s1460_n306.pdb,samples/s1460_n306.pt
s1461_n389,1461,389,samples/s1461_n389.pdb,samples/s1461_n389.pt
s1462_n415,1462,415,samples/s1462_n415.pdb,samples/s1462_n415.pt
s1463_n484,1463,484,samples/s1463_n484.pdb,samples/s1463_n484.pt
s1464_n534,1464,534,samples/s1464_n534.pdb,samples/s1464_n534.pt
s1465_n579,1465,579,samples/s1465_n579.pdb,samples/s1465_n579.pt
s1466_n638,1466,638,samples/s1466_n638.pdb,samples/s1466_n638.pt
s1467_n678,1467,678,samples/s1467_n678.pdb,samples/s1467_n678.pt
s1468_n700,1468,700,samples/s1468_n700.pdb,samples/s1468_n700.pt
s1469_n775,1469,775,samples/s1469_n775.pdb,samples/s1469_n775.pt
s1470_n308,1470,308,samples/s1470_n308.pdb,samples/s1470_n308.pt
s1471_n384,1471,384,samples/s1471_n384.pdb,samples/s1471_n384.pt
s1472_n434,1472,434,samples/s1472_n434.pdb,samples/s1472_n434.pt
s1473_n498,1473,498,samples/s1473_n498.pdb,samples/s1473_n498.pt
s1474_n533,1474,533,samples/s1474_n533.pdb,samples/s1474_n533.pt
s1475_n577,1475,577,samples/s1475_n577.pdb,samples/s1475_n577.pt
s1476_n647,1476,647,samples/s1476_n647.pdb,samples/s1476_n647.pt
s1477_n678,1477,678,samples/s1477_n678.pdb,samples/s1477_n678.pt
s1478_n706,1478,706,samples/s1478_n706.pdb,samples/s1478_n706.pt
s1479_n751,1479,751,samples/s1479_n751.pdb,samples/s1479_n751.pt
s1480_n348,1480,348,samples/s1480_n348.pdb,samples/s1480_n348.pt
s1481_n373,1481,373,samples/s1481_n373.pdb,samples/s1481_n373.pt
s1482_n431,1482,431,samples/s1482_n431.pdb,samples/s1482_n431.pt
s1483_n499,1483,499,samples/s1483_n499.pdb,samples/s1483_n499.pt
s1484_n538,1484,538,samples/s1484_n538.pdb,samples/s1484_n538.pt
s1485_n562,1485,562,samples/s1485_n562.pdb,samples/s1485_n562.pt
s1486_n633,1486,633,samples/s1486_n633.pdb,samples/s1486_n633.pt
s1487_n671,1487,671,samples/s1487_n671.pdb,samples/s1487_n671.pt
s1488_n733,1488,733,samples/s1488_n733.pdb,samples/s1488_n733.pt
s1489_n789,1489,789,samples/s1489_n789.pdb,samples/s1489_n789.pt
s1490_n333,1490,333,samples/s1490_n333.pdb,samples/s1490_n333.pt
s1491_n352,1491,352,samples/s1491_n352.pdb,samples/s1491_n352.pt
s1492_n404,1492,404,samples/s1492_n404.pdb,samples/s1492_n404.pt
s1493_n457,1493,457,samples/s1493_n457.pdb,samples/s1493_n457.pt
s1494_n513,1494,513,samples/s1494_n513.pdb,samples/s1494_n513.pt
s1495_n573,1495,573,samples/s1495_n573.pdb,samples/s1495_n573.pt
s1496_n636,1496,636,samples/s1496_n636.pdb,samples/s1496_n636.pt
s1497_n651,1497,651,samples/s1497_n651.pdb,samples/s1497_n651.pt
s1498_n712,1498,712,samples/s1498_n712.pdb,samples/s1498_n712.pt
s1499_n784,1499,784,samples/s1499_n784.pdb,samples/s1499_n784.pt
s1500_n331,1500,331,samples/s1500_n331.pdb,samples/s1500_n331.pt
s1501_n393,1501,393,samples/s1501_n393.pdb,samples/s1501_n393.pt
s1502_n400,1502,400,samples/s1502_n400.pdb,samples/s1502_n400.pt
s1503_n499,1503,499,samples/s1503_n499.pdb,samples/s1503_n499.pt
s1504_n539,1504,539,samples/s1504_n539.pdb,samples/s1504_n539.pt
s1505_n580,1505,580,samples/s1505_n580.pdb,samples/s1505_n580.pt
s1506_n642,1506,642,samples/s1506_n642.pdb,samples/s1506_n642.pt
s1507_n662,1507,662,samples/s1507_n662.pdb,samples/s1507_n662.pt
s1508_n709,1508,709,samples/s1508_n709.pdb,samples/s1508_n709.pt
s1509_n776,1509,776,samples/s1509_n776.pdb,samples/s1509_n776.pt
s1510_n339,1510,339,samples/s1510_n339.pdb,samples/s1510_n339.pt
s1511_n356,1511,356,samples/s1511_n356.pdb,samples/s1511_n356.pt
s1512_n425,1512,425,samples/s1512_n425.pdb,samples/s1512_n425.pt
s1513_n488,1513,488,samples/s1513_n488.pdb,samples/s1513_n488.pt
s1514_n520,1514,520,samples/s1514_n520.pdb,samples/s1514_n520.pt
s1515_n580,1515,580,samples/s1515_n580.pdb,samples/s1515_n580.pt
s1516_n606,1516,606,samples/s1516_n606.pdb,samples/s1516_n606.pt
s1517_n672,1517,672,samples/s1517_n672.pdb,samples/s1517_n672.pt
s1518_n732,1518,732,samples/s1518_n732.pdb,samples/s1518_n732.pt
s1519_n799,1519,799,samples/s1519_n799.pdb,samples/s1519_n799.pt
s1520_n345,1520,345,samples/s1520_n345.pdb,samples/s1520_n345.pt
s1521_n358,1521,358,samples/s1521_n358.pdb,samples/s1521_n358.pt
s1522_n449,1522,449,samples/s1522_n449.pdb,samples/s1522_n449.pt
s1523_n462,1523,462,samples/s1523_n462.pdb,samples/s1523_n462.pt
s1524_n511,1524,511,samples/s1524_n511.pdb,samples/s1524_n511.pt
s1525_n555,1525,555,samples/s1525_n555.pdb,samples/s1525_n555.pt
s1526_n618,1526,618,samples/s1526_n618.pdb,samples/s1526_n618.pt
s1527_n682,1527,682,samples/s1527_n682.pdb,samples/s1527_n682.pt
s1528_n722,1528,722,samples/s1528_n722.pdb,samples/s1528_n722.pt
s1529_n759,1529,759,samples/s1529_n759.pdb,samples/s1529_n759.pt
s1530_n339,1530,339,samples/s1530_n339.pdb,samples/s1530_n339.pt
s1531_n356,1531,356,samples/s1531_n356.pdb,samples/s1531_n356.pt
s1532_n443,1532,443,samples/s1532_n443.pdb,samples/s1532_n443.pt
s1533_n491,1533,491,samples/s1533_n491.pdb,samples/s1533_n491.pt
s1534_n543,1534,543,samples/s1534_n543.pdb,samples/s1534_n543.pt
s1535_n551,1535,551,samples/s1535_n551.pdb,samples/s1535_n551.pt
s1536_n604,1536,604,samples/s1536_n604.pdb,samples/s1536_n604.pt
s1537_n676,1537,676,samples/s1537_n676.pdb,samples/s1537_n676.pt
s1538_n740,1538,740,samples/s1538_n740.pdb,samples/s1538_n740.pt
s1539_n788,1539,788,samples/s1539_n788.pdb,samples/s1539_n788.pt
s1540_n347,1540,347,samples/s1540_n347.pdb,samples/s1540_n347.pt
s1541_n382,1541,382,samples/s1541_n382.pdb,samples/s1541_n382.pt
s1542_n412,1542,412,samples/s1542_n412.pdb,samples/s1542_n412.pt
s1543_n487,1543,487,samples/s1543_n487.pdb,samples/s1543_n487.pt
s1544_n535,1544,535,samples/s1544_n535.pdb,samples/s1544_n535.pt
s1545_n553,1545,553,samples/s1545_n553.pdb,samples/s1545_n553.pt
s1546_n620,1546,620,samples/s1546_n620.pdb,samples/s1546_n620.pt
s1547_n681,1547,681,samples/s1547_n681.pdb,samples/s1547_n681.pt
s1548_n732,1548,732,samples/s1548_n732.pdb,samples/s1548_n732.pt
s1549_n768,1549,768,samples/s1549_n768.pdb,samples/s1549_n768.pt
s1550_n343,1550,343,samples/s1550_n343.pdb,samples/s1550_n343.pt
s1551_n354,1551,354,samples/s1551_n354.pdb,samples/s1551_n354.pt
s1552_n421,1552,421,samples/s1552_n421.pdb,samples/s1552_n421.pt
s1553_n458,1553,458,samples/s1553_n458.pdb,samples/s1553_n458.pt
s1554_n526,1554,526,samples/s1554_n526.pdb,samples/s1554_n526.pt
s1555_n563,1555,563,samples/s1555_n563.pdb,samples/s1555_n563.pt
s1556_n629,1556,629,samples/s1556_n629.pdb,samples/s1556_n629.pt
s1557_n669,1557,669,samples/s1557_n669.pdb,samples/s1557_n669.pt
s1558_n703,1558,703,samples/s1558_n703.pdb,samples/s1558_n703.pt
s1559_n760,1559,760,samples/s1559_n760.pdb,samples/s1559_n760.pt
s1560_n309,1560,309,samples/s1560_n309.pdb,samples/s1560_n309.pt
s1561_n352,1561,352,samples/s1561_n352.pdb,samples/s1561_n352.pt
s1562_n448,1562,448,samples/s1562_n448.pdb,samples/s1562_n448.pt
s1563_n490,1563,490,samples/s1563_n490.pdb,samples/s1563_n490.pt
s1564_n508,1564,508,samples/s1564_n508.pdb,samples/s1564_n508.pt
s1565_n566,1565,566,samples/s1565_n566.pdb,samples/s1565_n566.pt
s1566_n617,1566,617,samples/s1566_n617.pdb,samples/s1566_n617.pt
s1567_n681,1567,681,samples/s1567_n681.pdb,samples/s1567_n681.pt
s1568_n718,1568,718,samples/s1568_n718.pdb,samples/s1568_n718.pt
s1569_n795,1569,795,samples/s1569_n795.pdb,samples/s1569_n795.pt
s1570_n322,1570,322,samples/s1570_n322.pdb,samples/s1570_n322.pt
s1571_n393,1571,393,samples/s1571_n393.pdb,samples/s1571_n393.pt
s1572_n448,1572,448,samples/s1572_n448.pdb,samples/s1572_n448.pt
s1573_n467,1573,467,samples/s1573_n467.pdb,samples/s1573_n467.pt
s1574_n513,1574,513,samples/s1574_n513.pdb,samples/s1574_n513.pt
s1575_n588,1575,588,samples/s1575_n588.pdb,samples/s1575_n588.pt
s1576_n625,1576,625,samples/s1576_n625.pdb,samples/s1576_n625.pt
s1577_n653,1577,653,samples/s1577_n653.pdb,samples/s1577_n653.pt
s1578_n728,1578,728,samples/s1578_n728.pdb,samples/s1578_n728.pt
s1579_n768,1579,768,samples/s1579_n768.pdb,samples/s1579_n768.pt
s1580_n348,1580,348,samples/s1580_n348.pdb,samples/s1580_n348.pt
s1581_n390,1581,390,samples/s1581_n390.pdb,samples/s1581_n390.pt
s1582_n413,1582,413,samples/s1582_n413.pdb,samples/s1582_n413.pt
s1583_n450,1583,450,samples/s1583_n450.pdb,samples/s1583_n450.pt
s1584_n521,1584,521,samples/s1584_n521.pdb,samples/s1584_n521.pt
s1585_n551,1585,551,samples/s1585_n551.pdb,samples/s1585_n551.pt
s1586_n631,1586,631,samples/s1586_n631.pdb,samples/s1586_n631.pt
s1587_n659,1587,659,samples/s1587_n659.pdb,samples/s1587_n659.pt
s1588_n748,1588,748,samples/s1588_n748.pdb,samples/s1588_n748.pt
s1589_n775,1589,775,samples/s1589_n775.pdb,samples/s1589_n775.pt
s1590_n320,1590,320,samples/s1590_n320.pdb,samples/s1590_n320.pt
s1591_n360,1591,360,samples/s1591_n360.pdb,samples/s1591_n360.pt
s1592_n426,1592,426,samples/s1592_n426.pdb,samples/s1592_n426.pt
s1593_n479,1593,479,samples/s1593_n479.pdb,samples/s1593_n479.pt
s1594_n523,1594,523,samples/s1594_n523.pdb,samples/s1594_n523.pt
s1595_n575,1595,575,samples/s1595_n575.pdb,samples/s1595_n575.pt
s1596_n643,1596,643,samples/s1596_n643.pdb,samples/s1596_n643.pt
s1597_n694,1597,694,samples/s1597_n694.pdb,samples/s1597_n694.pt
s1598_n730,1598,730,samples/s1598_n730.pdb,samples/s1598_n730.pt
s1599_n752,1599,752,samples/s1599_n752.pdb,samples/s1599_n752.pt
s1600_n313,1600,313,samples/s1600_n313.pdb,samples/s1600_n313.pt
s1601_n391,1601,391,samples/s1601_n391.pdb,samples/s1601_n391.pt
s1602_n419,1602,419,samples/s1602_n419.pdb,samples/s1602_n419.pt
s1603_n489,1603,489,samples/s1603_n489.pdb,samples/s1603_n489.pt
s1604_n544,1604,544,samples/s1604_n544.pdb,samples/s1604_n544.pt
s1605_n599,1605,599,samples/s1605_n599.pdb,samples/s1605_n599.pt
s1606_n614,1606,614,samples/s1606_n614.pdb,samples/s1606_n614.pt
s1607_n698,1607,698,samples/s1607_n698.pdb,samples/s1607_n698.pt
s1608_n724,1608,724,samples/s1608_n724.pdb,samples/s1608_n724.pt
s1609_n756,1609,756,samples/s1609_n756.pdb,samples/s1609_n756.pt
s1610_n311,1610,311,samples/s1610_n311.pdb,samples/s1610_n311.pt
s1611_n384,1611,384,samples/s1611_n384.pdb,samples/s1611_n384.pt
s1612_n438,1612,438,samples/s1612_n438.pdb,samples/s1612_n438.pt
s1613_n451,1613,451,samples/s1613_n451.pdb,samples/s1613_n451.pt
s1614_n515,1614,515,samples/s1614_n515.pdb,samples/s1614_n515.pt
s1615_n551,1615,551,samples/s1615_n551.pdb,samples/s1615_n551.pt
s1616_n621,1616,621,samples/s1616_n621.pdb,samples/s1616_n621.pt
s1617_n697,1617,697,samples/s1617_n697.pdb,samples/s1617_n697.pt
s1618_n718,1618,718,samples/s1618_n718.pdb,samples/s1618_n718.pt
s1619_n752,1619,752,samples/s1619_n752.pdb,samples/s1619_n752.pt
s1620_n315,1620,315,samples/s1620_n315.pdb,samples/s1620_n315.pt
s1621_n354,1621,354,samples/s1621_n354.pdb,samples/s1621_n354.pt
s1622_n413,1622,413,samples/s1622_n413.pdb,samples/s1622_n413.pt
s1623_n461,1623,461,samples/s1623_n461.pdb,samples/s1623_n461.pt
s1624_n549,1624,549,samples/s1624_n549.pdb,samples/s1624_n549.pt
s1625_n577,1625,577,samples/s1625_n577.pdb,samples/s1625_n577.pt
s1626_n613,1626,613,samples/s1626_n613.pdb,samples/s1626_n613.pt
s1627_n662,1627,662,samples/s1627_n662.pdb,samples/s1627_n662.pt
s1628_n733,1628,733,samples/s1628_n733.pdb,samples/s1628_n733.pt
s1629_n795,1629,795,samples/s1629_n795.pdb,samples/s1629_n795.pt
s1630_n320,1630,320,samples/s1630_n320.pdb,samples/s1630_n320.pt
s1631_n383,1631,383,samples/s1631_n383.pdb,samples/s1631_n383.pt
s1632_n413,1632,413,samples/s1632_n413.pdb,samples/s1632_n413.pt
s1633_n497,1633,497,samples/s1633_n497.pdb,samples/s1633_n497.pt
s1634_n531,1634,531,samples/s1634_n531.pdb,samples/s1634_n531.pt
s1635_n559,1635,559,samples/s1635_n559.pdb,samples/s1635_n559.pt
s1636_n621,1636,621,samples/s1636_n621.pdb,samples/s1636_n621.pt
s1637_n663,1637,663,samples/s1637_n663.pdb,samples/s1637_n663.pt
s1638_n742,1638,742,samples/s1638_n742.pdb,samples/s1638_n742.pt
s1639_n762,1639,762,samples/s1639_n762.pdb,samples/s1639_n762.pt
s1640_n303,1640,303,samples/s1640_n303.pdb,samples/s1640_n303.pt
s1641_n388,1641,388,samples/s1641_n388.pdb,samples/s1641_n388.pt
s1642_n431,1642,431,samples/s1642_n431.pdb,samples/s1642_n431.pt
s1643_n452,1643,452,samples/s1643_n452.pdb,samples/s1643_n452.pt
s1644_n519,1644,519,samples/s1644_n519.pdb,samples/s1644_n519.pt
s1645_n589,1645,589,samples/s1645_n589.pdb,samples/s1645_n589.pt
s1646_n648,1646,648,samples/s1646_n648.pdb,samples/s1646_n648.pt
s1647_n694,1647,694,samples/s1647_n694.pdb,samples/s1647_n694.pt
s1648_n724,1648,724,samples/s1648_n724.pdb,samples/s1648_n724.pt
s1649_n785,1649,785,samples/s1649_n785.pdb,samples/s1649_n785.pt
s1650_n339,1650,339,samples/s1650_n339.pdb,samples/s1650_n339.pt
s1651_n384,1651,384,samples/s1651_n384.pdb,samples/s1651_n384.pt
s1652_n416,1652,416,samples/s1652_n416.pdb,samples/s1652_n416.pt
s1653_n467,1653,467,samples/s1653_n467.pdb,samples/s1653_n467.pt
s1654_n511,1654,511,samples/s1654_n511.pdb,samples/s1654_n511.pt
s1655_n570,1655,570,samples/s1655_n570.pdb,samples/s1655_n570.pt
s1656_n648,1656,648,samples/s1656_n648.pdb,samples/s1656_n648.pt
s1657_n667,1657,667,samples/s1657_n667.pdb,samples/s1657_n667.pt
s1658_n706,1658,706,samples/s1658_n706.pdb,samples/s1658_n706.pt
s1659_n781,1659,781,samples/s1659_n781.pdb,samples/s1659_n781.pt
s1660_n345,1660,345,samples/s1660_n345.pdb,samples/s1660_n345.pt
s1661_n372,1661,372,samples/s1661_n372.pdb,samples/s1661_n372.pt
s1662_n448,1662,448,samples/s1662_n448.pdb,samples/s1662_n448.pt
s1663_n492,1663,492,samples/s1663_n492.pdb,samples/s1663_n492.pt
s1664_n502,1664,502,samples/s1664_n502.pdb,samples/s1664_n502.pt
s1665_n556,1665,556,samples/s1665_n556.pdb,samples/s1665_n556.pt
s1666_n628,1666,628,samples/s1666_n628.pdb,samples/s1666_n628.pt
s1667_n698,1667,698,samples/s1667_n698.pdb,samples/s1667_n698.pt
s1668_n700,1668,700,samples/s1668_n700.pdb,samples/s1668_n700.pt
s1669_n756,1669,756,samples/s1669_n756.pdb,samples/s1669_n756.pt
s1670_n331,1670,331,samples/s1670_n331.pdb,samples/s1670_n331.pt
s1671_n389,1671,389,samples/s1671_n389.pdb,samples/s1671_n389.pt
s1672_n402,1672,402,samples/s1672_n402.pdb,samples/s1672_n402.pt
s1673_n491,1673,491,samples/s1673_n491.pdb,samples/s1673_n491.pt
s1674_n502,1674,502,samples/s1674_n502.pdb,samples/s1674_n502.pt
s1675_n590,1675,590,samples/s1675_n590.pdb,samples/s1675_n590.pt
s1676_n645,1676,645,samples/s1676_n645.pdb,samples/s1676_n645.pt
s1677_n674,1677,674,samples/s1677_n674.pdb,samples/s1677_n674.pt
s1678_n718,1678,718,samples/s1678_n718.pdb,samples/s1678_n718.pt
s1679_n750,1679,750,samples/s1679_n750.pdb,samples/s1679_n750.pt
s1680_n312,1680,312,samples/s1680_n312.pdb,samples/s1680_n312.pt
s1681_n358,1681,358,samples/s1681_n358.pdb,samples/s1681_n358.pt
s1682_n434,1682,434,samples/s1682_n434.pdb,samples/s1682_n434.pt
s1683_n462,1683,462,samples/s1683_n462.pdb,samples/s1683_n462.pt
s1684_n511,1684,511,samples/s1684_n511.pdb,samples/s1684_n511.pt
s1685_n586,1685,586,samples/s1685_n586.pdb,samples/s1685_n586.pt
s1686_n612,1686,612,samples/s1686_n612.pdb,samples/s1686_n612.pt
s1687_n683,1687,683,samples/s1687_n683.pdb,samples/s1687_n683.pt
s1688_n705,1688,705,samples/s1688_n705.pdb,samples/s1688_n705.pt
s1689_n776,1689,776,samples/s1689_n776.pdb,samples/s1689_n776.pt
s1690_n335,1690,335,samples/s1690_n335.pdb,samples/s1690_n335.pt
s1691_n395,1691,395,samples/s1691_n395.pdb,samples/s1691_n395.pt
s1692_n403,1692,403,samples/s1692_n403.pdb,samples/s1692_n403.pt
s1693_n481,1693,481,samples/s1693_n481.pdb,samples/s1693_n481.pt
s1694_n515,1694,515,samples/s1694_n515.pdb,samples/s1694_n515.pt
s1695_n572,1695,572,samples/s1695_n572.pdb,samples/s1695_n572.pt
s1696_n621,1696,621,samples/s1696_n621.pdb,samples/s1696_n621.pt
s1697_n687,1697,687,samples/s1697_n687.pdb,samples/s1697_n687.pt
s1698_n710,1698,710,samples/s1698_n710.pdb,samples/s1698_n710.pt
s1699_n756,1699,756,samples/s1699_n756.pdb,samples/s1699_n756.pt
s1700_n347,1700,347,samples/s1700_n347.pdb,samples/s1700_n347.pt
s1701_n384,1701,384,samples/s1701_n384.pdb,samples/s1701_n384.pt
s1702_n417,1702,417,samples/s1702_n417.pdb,samples/s1702_n417.pt
s1703_n464,1703,464,samples/s1703_n464.pdb,samples/s1703_n464.pt
s1704_n536,1704,536,samples/s1704_n536.pdb,samples/s1704_n536.pt
s1705_n597,1705,597,samples/s1705_n597.pdb,samples/s1705_n597.pt
s1706_n621,1706,621,samples/s1706_n621.pdb,samples/s1706_n621.pt
s1707_n651,1707,651,samples/s1707_n651.pdb,samples/s1707_n651.pt
s1708_n735,1708,735,samples/s1708_n735.pdb,samples/s1708_n735.pt
s1709_n756,1709,756,samples/s1709_n756.pdb,samples/s1709_n756.pt
s1710_n318,1710,318,samples/s1710_n318.pdb,samples/s1710_n318.pt
s1711_n397,1711,397,samples/s1711_n397.pdb,samples/s1711_n397.pt
s1712_n419,1712,419,samples/s1712_n419.pdb,samples/s1712_n419.pt
s1713_n478,1713,478,samples/s1713_n478.pdb,samples/s1713_n478.pt
s1714_n519,1714,519,samples/s1714_n519.pdb,samples/s1714_n519.pt
s1715_n571,1715,571,samples/s1715_n571.pdb,samples/s1715_n571.pt
