header,subrun,orig_id,length,source_path,camsol_ph7,pH
steerCT_n400__tango_min_w2__s49_n500,tango_min_w2,s49_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,0.898750,7.00
steerCT_n400__tango_min_w2__s50_n300,tango_min_w2,s50_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,0.769152,7.00
steerCT_n400__tango_min_w2__s50_n400,tango_min_w2,s50_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,2.778044,7.00
steerCT_n400__tango_min_w2__s50_n500,tango_min_w2,s50_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,1.134641,7.00
steerCT_n400__tango_min_w2__s51_n300,tango_min_w2,s51_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,2.814603,7.00
steerCT_n400__tango_min_w2__s51_n400,tango_min_w2,s51_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,0.917287,7.00
steerCT_n400__tango_min_w2__s51_n500,tango_min_w2,s51_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,-0.557858,7.00
steerCT_n400__tango_min_w2__s52_n300,tango_min_w2,s52_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,2.024013,7.00
steerCT_n400__tango_min_w2__s52_n400,tango_min_w2,s52_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,1.999644,7.00
steerCT_n400__tango_min_w2__s52_n500,tango_min_w2,s52_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,2.252373,7.00
steerCT_n400__tango_min_w2__s53_n300,tango_min_w2,s53_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,2.604098,7.00
steerCT_n400__tango_min_w2__s53_n400,tango_min_w2,s53_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,1.623233,7.00
steerCT_n400__tango_min_w2__s53_n500,tango_min_w2,s53_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,0.434351,7.00
steerCT_n400__tango_min_w2__s54_n300,tango_min_w2,s54_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,0.094699,7.00
steerCT_n400__tango_min_w2__s54_n400,tango_min_w2,s54_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,2.379409,7.00
steerCT_n400__tango_min_w2__s54_n500,tango_min_w2,s54_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,-0.379226,7.00
steerCT_n400__tango_min_w2__s55_n300,tango_min_w2,s55_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,2.168183,7.00
steerCT_n400__tango_min_w2__s55_n400,tango_min_w2,s55_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,0.970887,7.00
steerCT_n400__tango_min_w2__s55_n500,tango_min_w2,s55_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,1.807201,7.00
steerCT_n400__tango_min_w2__s56_n300,tango_min_w2,s56_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,3.100650,7.00
steerCT_n400__tango_min_w2__s56_n400,tango_min_w2,s56_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,0.772114,7.00
steerCT_n400__tango_min_w2__s56_n500,tango_min_w2,s56_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,3.232911,7.00
steerCT_n400__tango_min_w2__s57_n300,tango_min_w2,s57_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,2.402199,7.00
steerCT_n400__tango_min_w2__s57_n400,tango_min_w2,s57_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,1.947791,7.00
steerCT_n400__tango_min_w2__s57_n500,tango_min_w2,s57_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w2/sequences_guided.fasta,0.274479,7.00
steerCT_n400__tango_min_w4__s42_n300,tango_min_w4,s42_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.736347,7.00
steerCT_n400__tango_min_w4__s42_n400,tango_min_w4,s42_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.282302,7.00
steerCT_n400__tango_min_w4__s42_n500,tango_min_w4,s42_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.992273,7.00
steerCT_n400__tango_min_w4__s43_n300,tango_min_w4,s43_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.159332,7.00
steerCT_n400__tango_min_w4__s43_n400,tango_min_w4,s43_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.856100,7.00
steerCT_n400__tango_min_w4__s43_n500,tango_min_w4,s43_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,3.227138,7.00
steerCT_n400__tango_min_w4__s44_n300,tango_min_w4,s44_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.423786,7.00
steerCT_n400__tango_min_w4__s44_n400,tango_min_w4,s44_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,-0.826263,7.00
steerCT_n400__tango_min_w4__s44_n500,tango_min_w4,s44_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.981221,7.00
steerCT_n400__tango_min_w4__s45_n300,tango_min_w4,s45_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.732846,7.00
steerCT_n400__tango_min_w4__s45_n400,tango_min_w4,s45_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.805054,7.00
steerCT_n400__tango_min_w4__s45_n500,tango_min_w4,s45_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,3.316993,7.00
steerCT_n400__tango_min_w4__s46_n300,tango_min_w4,s46_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.177131,7.00
steerCT_n400__tango_min_w4__s46_n400,tango_min_w4,s46_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.550987,7.00
steerCT_n400__tango_min_w4__s46_n500,tango_min_w4,s46_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.488259,7.00
steerCT_n400__tango_min_w4__s47_n300,tango_min_w4,s47_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.545527,7.00
steerCT_n400__tango_min_w4__s47_n400,tango_min_w4,s47_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,5.780395,7.00
steerCT_n400__tango_min_w4__s47_n500,tango_min_w4,s47_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,-3.332703,7.00
steerCT_n400__tango_min_w4__s48_n300,tango_min_w4,s48_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.809165,7.00
steerCT_n400__tango_min_w4__s48_n400,tango_min_w4,s48_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.689756,7.00
steerCT_n400__tango_min_w4__s48_n500,tango_min_w4,s48_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.430954,7.00
steerCT_n400__tango_min_w4__s49_n300,tango_min_w4,s49_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.289656,7.00
steerCT_n400__tango_min_w4__s49_n400,tango_min_w4,s49_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.538404,7.00
steerCT_n400__tango_min_w4__s49_n500,tango_min_w4,s49_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.940776,7.00
steerCT_n400__tango_min_w4__s50_n300,tango_min_w4,s50_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.769152,7.00
steerCT_n400__tango_min_w4__s50_n400,tango_min_w4,s50_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.657234,7.00
steerCT_n400__tango_min_w4__s50_n500,tango_min_w4,s50_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.134641,7.00
steerCT_n400__tango_min_w4__s51_n300,tango_min_w4,s51_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.934467,7.00
steerCT_n400__tango_min_w4__s51_n400,tango_min_w4,s51_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.093369,7.00
steerCT_n400__tango_min_w4__s51_n500,tango_min_w4,s51_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,-0.447715,7.00
steerCT_n400__tango_min_w4__s52_n300,tango_min_w4,s52_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.998351,7.00
steerCT_n400__tango_min_w4__s52_n400,tango_min_w4,s52_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.965088,7.00
steerCT_n400__tango_min_w4__s52_n500,tango_min_w4,s52_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.198689,7.00
steerCT_n400__tango_min_w4__s53_n300,tango_min_w4,s53_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.628846,7.00
steerCT_n400__tango_min_w4__s53_n400,tango_min_w4,s53_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.750080,7.00
steerCT_n400__tango_min_w4__s53_n500,tango_min_w4,s53_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.433682,7.00
steerCT_n400__tango_min_w4__s54_n300,tango_min_w4,s54_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.158890,7.00
steerCT_n400__tango_min_w4__s54_n400,tango_min_w4,s54_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.237421,7.00
steerCT_n400__tango_min_w4__s54_n500,tango_min_w4,s54_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,-0.377094,7.00
steerCT_n400__tango_min_w4__s55_n300,tango_min_w4,s55_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.168183,7.00
steerCT_n400__tango_min_w4__s55_n400,tango_min_w4,s55_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.970887,7.00
steerCT_n400__tango_min_w4__s55_n500,tango_min_w4,s55_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.807201,7.00
steerCT_n400__tango_min_w4__s56_n300,tango_min_w4,s56_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,3.079943,7.00
steerCT_n400__tango_min_w4__s56_n400,tango_min_w4,s56_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.772731,7.00
steerCT_n400__tango_min_w4__s56_n500,tango_min_w4,s56_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,3.212252,7.00
steerCT_n400__tango_min_w4__s57_n300,tango_min_w4,s57_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,2.442323,7.00
steerCT_n400__tango_min_w4__s57_n400,tango_min_w4,s57_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,1.947791,7.00
steerCT_n400__tango_min_w4__s57_n500,tango_min_w4,s57_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w4/sequences_guided.fasta,0.341788,7.00
steerCT_n400__tango_min_w8__s42_n300,tango_min_w8,s42_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.736347,7.00
steerCT_n400__tango_min_w8__s42_n400,tango_min_w8,s42_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.214663,7.00
steerCT_n400__tango_min_w8__s42_n500,tango_min_w8,s42_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.027172,7.00
steerCT_n400__tango_min_w8__s43_n300,tango_min_w8,s43_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.273217,7.00
steerCT_n400__tango_min_w8__s43_n400,tango_min_w8,s43_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.828411,7.00
steerCT_n400__tango_min_w8__s43_n500,tango_min_w8,s43_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,3.316996,7.00
steerCT_n400__tango_min_w8__s44_n300,tango_min_w8,s44_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.463969,7.00
steerCT_n400__tango_min_w8__s44_n400,tango_min_w8,s44_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,-0.826263,7.00
steerCT_n400__tango_min_w8__s44_n500,tango_min_w8,s44_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.988043,7.00
steerCT_n400__tango_min_w8__s45_n300,tango_min_w8,s45_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.819088,7.00
steerCT_n400__tango_min_w8__s45_n400,tango_min_w8,s45_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.785960,7.00
steerCT_n400__tango_min_w8__s45_n500,tango_min_w8,s45_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,3.334203,7.00
steerCT_n400__tango_min_w8__s46_n300,tango_min_w8,s46_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.307695,7.00
steerCT_n400__tango_min_w8__s46_n400,tango_min_w8,s46_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,0.550987,7.00
steerCT_n400__tango_min_w8__s46_n500,tango_min_w8,s46_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.488259,7.00
steerCT_n400__tango_min_w8__s47_n300,tango_min_w8,s47_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.643603,7.00
steerCT_n400__tango_min_w8__s47_n400,tango_min_w8,s47_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,5.879010,7.00
steerCT_n400__tango_min_w8__s47_n500,tango_min_w8,s47_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,-3.295559,7.00
steerCT_n400__tango_min_w8__s48_n300,tango_min_w8,s48_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.034628,7.00
steerCT_n400__tango_min_w8__s48_n400,tango_min_w8,s48_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.681472,7.00
steerCT_n400__tango_min_w8__s48_n500,tango_min_w8,s48_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,0.495084,7.00
steerCT_n400__tango_min_w8__s49_n300,tango_min_w8,s49_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,0.289656,7.00
steerCT_n400__tango_min_w8__s49_n400,tango_min_w8,s49_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.538404,7.00
steerCT_n400__tango_min_w8__s49_n500,tango_min_w8,s49_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,0.933240,7.00
steerCT_n400__tango_min_w8__s50_n300,tango_min_w8,s50_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,0.749228,7.00
steerCT_n400__tango_min_w8__s50_n400,tango_min_w8,s50_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.757150,7.00
steerCT_n400__tango_min_w8__s50_n500,tango_min_w8,s50_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.130991,7.00
steerCT_n400__tango_min_w8__s51_n300,tango_min_w8,s51_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,3.109789,7.00
steerCT_n400__tango_min_w8__s51_n400,tango_min_w8,s51_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.101245,7.00
steerCT_n400__tango_min_w8__s51_n500,tango_min_w8,s51_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,-0.656328,7.00
steerCT_n400__tango_min_w8__s52_n300,tango_min_w8,s52_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.090500,7.00
steerCT_n400__tango_min_w8__s52_n400,tango_min_w8,s52_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.016997,7.00
steerCT_n400__tango_min_w8__s52_n500,tango_min_w8,s52_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.198689,7.00
steerCT_n400__tango_min_w8__s53_n300,tango_min_w8,s53_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.627165,7.00
steerCT_n400__tango_min_w8__s53_n400,tango_min_w8,s53_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.883710,7.00
steerCT_n400__tango_min_w8__s53_n500,tango_min_w8,s53_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,0.466446,7.00
steerCT_n400__tango_min_w8__s54_n300,tango_min_w8,s54_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,0.200844,7.00
steerCT_n400__tango_min_w8__s54_n400,tango_min_w8,s54_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.474975,7.00
steerCT_n400__tango_min_w8__s54_n500,tango_min_w8,s54_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,-0.377094,7.00
steerCT_n400__tango_min_w8__s55_n300,tango_min_w8,s55_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.204791,7.00
steerCT_n400__tango_min_w8__s55_n400,tango_min_w8,s55_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.039465,7.00
steerCT_n400__tango_min_w8__s55_n500,tango_min_w8,s55_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.821189,7.00
steerCT_n400__tango_min_w8__s56_n300,tango_min_w8,s56_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,3.041009,7.00
steerCT_n400__tango_min_w8__s56_n400,tango_min_w8,s56_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,0.771351,7.00
steerCT_n400__tango_min_w8__s56_n500,tango_min_w8,s56_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,3.235473,7.00
steerCT_n400__tango_min_w8__s57_n300,tango_min_w8,s57_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,2.432084,7.00
steerCT_n400__tango_min_w8__s57_n400,tango_min_w8,s57_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,1.959740,7.00
steerCT_n400__tango_min_w8__s57_n500,tango_min_w8,s57_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_nsteps400/tango_min_w8/sequences_guided.fasta,0.392152,7.00
steerCT_ens__camsol_max_w1__s42_n300,camsol_max_w1,s42_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.744245,7.00
steerCT_ens__camsol_max_w1__s42_n400,camsol_max_w1,s42_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.387129,7.00
steerCT_ens__camsol_max_w1__s42_n500,camsol_max_w1,s42_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.204609,7.00
steerCT_ens__camsol_max_w1__s43_n300,camsol_max_w1,s43_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.429072,7.00
steerCT_ens__camsol_max_w1__s43_n400,camsol_max_w1,s43_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.813748,7.00
steerCT_ens__camsol_max_w1__s43_n500,camsol_max_w1,s43_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,3.051806,7.00
steerCT_ens__camsol_max_w1__s44_n300,camsol_max_w1,s44_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.701063,7.00
steerCT_ens__camsol_max_w1__s44_n400,camsol_max_w1,s44_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,-0.838027,7.00
steerCT_ens__camsol_max_w1__s44_n500,camsol_max_w1,s44_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.225416,7.00
steerCT_ens__camsol_max_w1__s45_n300,camsol_max_w1,s45_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.643138,7.00
steerCT_ens__camsol_max_w1__s45_n400,camsol_max_w1,s45_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.576288,7.00
steerCT_ens__camsol_max_w1__s45_n500,camsol_max_w1,s45_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.901553,7.00
steerCT_ens__camsol_max_w1__s46_n300,camsol_max_w1,s46_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,2.200576,7.00
steerCT_ens__camsol_max_w1__s46_n400,camsol_max_w1,s46_n400,400,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,0.491338,7.00
steerCT_ens__camsol_max_w1__s46_n500,camsol_max_w1,s46_n500,500,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,1.379790,7.00
steerCT_ens__camsol_max_w1__s47_n300,camsol_max_w1,s47_n300,300,/home/ks2218/la-proteina/results/steering_camsol_tango_L500_ensemble_smoothed/camsol_max_w1/sequences_guided.fasta,3.177428,7.00
